1700 BLOCK N 59TH ST	1/1/2007 5:21:00 AM	19151
1 BLOCK N St BERNARD ST	1/31/2008 1:12:00 PM	19139
1 BLOCK N St BERNARD ST	1/31/2008 11:51:00 AM	19139
4600 BLOCK GRISCOM ST	1/31/2008 1:18:00 AM	19124
900 BLOCK ORTHODOX ST	1/30/2008 8:39:00 PM	19124
S BROAD ST  &  SNYDER AV	1/27/2008 3:50:00 PM	19148
3800 BLOCK MELON ST	1/26/2008 4:51:00 PM	19104
1900 BLOCK W ONTARIO	1/26/2008 6:30:00 AM	19140
5800 BLOCK CASTOR AV	1/25/2008 5:46:00 PM	19149
6300 BLOCK KEYSTONE ST	1/23/2008 10:31:00 AM	19135
2900 BLOCK N CHALMERS AV	1/22/2008 5:49:00 PM	19132
100 BLOCK SPRING GARDEN ST	1/21/2008 11:49:00 AM	19123
5000 BLOCK MC KEAN AV	1/20/2008 3:24:00 PM	19148
B ST  &  E ALLEGHENY AV	1/20/2008 3:47:00 AM	19134
600 BLOCK WALNUT LN	1/19/2008 6:15:00 PM	19144
1500 BLOCK S PATTON ST	1/19/2008 3:27:00 AM	19146
1500 BLOCK S PATTON ST	1/19/2008 2:06:00 AM	19146
2100 BLOCK CECIL B MOORE AV	1/18/2008 8:12:00 PM	19121
1000 BLOCK CANTRELL ST	1/15/2008 8:17:00 PM	19148
2200 BLOCK W THOMPSON ST	1/14/2008 12:26:00 AM	19121
7600 BLOCK WOOLSTON AV	1/13/2008 6:10:00 AM	19150
CECIL B MOORE AV  &  N AMERICAN ST	1/12/2008 11:14:00 PM	19122
S 44TH ST  &  SPRUCE ST	1/12/2008 12:30:00 AM	19104
2400 BLOCK CLIFFORD ST	1/12/2008 12:26:00 AM	19121
100 BLOCK W LOGAN	1/11/2008 9:23:00 PM	19144
1 BLOCK N 57TH ST	1/10/2008 6:57:00 PM	19139
1500 BLOCK N 10TH ST	1/9/2008 3:46:00 PM	19122
3200 BLOCK N STILLMAN ST	1/5/2008 8:21:00 PM	19129
12000 BLOCK KNIGHTS RD	1/4/2008 8:18:00 PM	19154
2600 BLOCK E VENANGO ST	1/4/2008 11:47:00 AM	19134
2800 BLOCK MUTTER ST	1/2/2008 9:15:00 PM	19133
2100 BLOCK W DAUPHIN ST	1/2/2008 8:19:00 PM	19132
2000 BLOCK S 67TH ST	1/1/2008 3:01:00 AM	19142
8000 BLOCK DITMAN ST 	1/31/2009 5:16:00 AM	19136
E ROOSEVELT BLVD  &  WOODWARD ST	1/26/2009 3:48:00 AM	19152
600 BLOCK SOUTH ST	1/24/2009 6:07:00 AM	19147
1700 BLOCK N 24TH ST	1/24/2009 3:22:00 AM	19121
2100 BLOCK N NEWKIRK ST	1/20/2009 7:19:00 PM	19121
2400 BLOCK CLIFFORD ST	1/20/2009 12:31:00 AM	19121
3300 BLOCK D ST	1/19/2009 2:19:00 AM	19120
6000 BLOCK LAWNDALE AV	1/18/2009 1:11:00 PM	19111
700 BLOCK N 42ND ST	1/18/2009 1:01:00 AM	19104
3300 BLOCK ELLA ST	1/17/2009 2:06:00 AM	19134
3000 BLOCK PAGE ST	1/16/2009 9:13:00 PM	19121
1700 BLOCK MANTON ST	1/16/2009 9:10:00 AM	19146
1300 BLOCK RHAWN ST	1/15/2009 7:38:00 PM	19152
2400 BLOCK N MYRTLEWOOD ST	1/14/2009 8:58:00 PM	19132
N BROAD ST  &  W FISHERS LA	1/12/2009 3:32:00 PM	19141
4400 BLOCK HOLDEN ST	1/6/2009 5:29:00 PM	19139
N 6TH ST  &  W ALLEGHENY AV	1/6/2009 10:23:00 AM	19133
2000 BLOCK E WESTMORELAND ST	1/5/2009 7:39:00 AM	19134
SEDGLEY DR  &  POPLAR DR	1/1/2009 5:08:00 AM	19130
4900 BLOCK W MASTER ST	2/28/2007 11:13:00 AM	19131
N 11TH ST & W LOUDEN ST	2/26/2007 6:57:00 PM	19141
2800 BLOCK WOODSTOCK ST	2/26/2007 2:52:00 PM	19132
1600 BLOCK HARRISON ST	2/25/2007 7:02:00 PM	19124
600 BLOCK W LURAY ST	2/24/2007 9:04:00 PM	19140
5300 BLOCK CLARIDGE ST	2/24/2007 1:59:00 AM	19124
2800 BLOCK WELSH RD	2/23/2007 11:29:00 PM	19152
4600 BLOCK ARAMINGO AV	2/23/2007 6:56:00 PM	19137
1 BLOCK N 52ND ST	2/22/2007 4:35:00 PM	19139
ROBBINS ST & TORRESDALE AV	2/21/2007 8:04:00 AM	19135
1300 BLOCK S 56TH ST	2/18/2007 11:13:00 PM	19143
2800 BLOCK HOPE ST	2/18/2007 3:01:00 PM	19133
8800 BLOCK KREWSTOWN RD	2/18/2007 3:40:00 AM	19115
4500 BLOCK N BROAD ST	2/17/2007 11:55:00 PM	19140
1200 BLOCK N 30TH ST	2/17/2007 1:55:00 AM	19121
2600 BLOCK DICKINSON ST	2/15/2007 4:47:00 PM	19146
2900 BLOCK B ST	2/15/2007 6:48:00 AM	19134
600 BLOCK HOFFMAN ST	2/14/2007 7:51:00 AM	19148
5100 BLOCK S 11TH ST	2/13/2007 3:09:00 AM	19141
5100 BLOCK S 11TH ST	2/13/2007 3:09:00 AM	19141
5100 BLOCK S 11TH ST	2/12/2007 8:29:00 PM	19141
2800 BLOCK ROSEHILL ST	2/11/2007 8:06:00 PM	19134
6400 BLOCK DICKS AV	2/10/2007 6:15:00 PM	19142
700 BLOCK ARCH ST	2/10/2007 2:06:00 AM	19106
5800 BLOCK HOFFMAN AV	2/9/2007 7:26:00 AM	19143
W BERKS ST & GEORGES LA	2/9/2007 12:26:00 AM	19122
900 BLOCK ANCHOR ST	2/8/2007 6:57:00 PM	19124
4800 BLOCK N FRANKLIN ST	2/8/2007 1:14:00 AM	19120
1400 BLOCK W OLNEY AV	2/6/2007 5:56:00 AM	19141
400 BLOCK GLEN ECHO RD	2/2/2007 3:42:00 AM	19119
600 BLOCK FITZGERALD ST	2/29/2008 6:22:00 PM	19148
4000 BLOCK POPLAR ST	2/29/2008 12:02:00 AM	19104
7500 BLOCK THOURON AV	2/25/2008 9:27:00 PM	19150
N 16TH ST  &  OLIVE ST	2/25/2008 1:22:00 PM	19130
2000 BLOCK GRANITE ST	2/24/2008 9:44:00 PM	19124
3000 BLOCK W BERKS ST	2/24/2008 8:06:00 PM	19121
4800 BLOCK D ST	2/24/2008 3:37:00 PM	19120
N 7TH ST  &  W VENANGO ST	2/23/2008 12:23:00 PM	19140
S 9TH ST  &  MARKET ST	2/22/2008 6:26:00 PM	19107
500 BLOCK N 35TH ST	2/21/2008 1:17:00 AM	19104
1600 BLOCK S 23RD ST	2/20/2008 11:53:00 PM	19145
4800 BLOCK FRANKFORD AV	2/20/2008 7:55:00 PM	19124
7800 BLOCK TEMPLE RD	2/20/2008 5:28:00 PM	19150
3800 BLOCK CAMBRIDGE ST	2/20/2008 4:40:00 PM	19104
N 33RD ST  &  W NORRIS ST	2/19/2008 2:51:00 PM	19121
S 72ND ST  &  LINDBERGH BLVD	2/18/2008 10:36:00 AM	19153
VINE ST  &  N 17TH ST	2/18/2008 1:57:00 AM	19103
FRANKFORD AV  &  E CAMBRIA ST	2/17/2008 8:56:00 AM	19134
5400 BLOCK MARKET ST	2/15/2008 11:02:00 AM	19139
7100 BLOCK OGONTZ AV	2/14/2008 6:13:00 PM	19138
200 BLOCK E WISHART ST	2/11/2008 6:27:00 PM	19134
2100 BLOCK N 31ST ST	2/9/2008 11:35:00 PM	19121
7400 BLOCK E ROOSEVELT BLVD 	2/9/2008 4:15:00 PM	19152
1500 BLOCK BROWN ST	2/5/2008 8:57:00 PM	19130
1700 BLOCK S CHADWICK ST	2/5/2008 4:51:00 PM	19145
2500 BLOCK S 66TH ST	2/4/2008 7:17:00 AM	19142
3800 BLOCK PARRISH ST	2/3/2008 3:10:00 AM	19104
2100 BLOCK S ISEMINGER ST	2/2/2008 8:43:00 PM	19148
ARROTT ST  &  LEIPER ST	2/2/2008 6:35:00 PM	19124
2500 BLOCK DIAMOND ST	2/28/2009 4:58:00 PM	19121
4800 BLOCK WAYNE AV	2/27/2009 7:21:00 PM	19144
400 BLOCK W CHEW AV	2/27/2009 6:24:00 PM	19120
N 3RD ST  &  W LEHIGH AV	2/26/2009 9:13:00 PM	19133
1000 BLOCK W INDIANA AV	2/26/2009 12:06:00 PM	19133
BUSTLETON AV  &  COTTMAN AV	2/26/2009 10:01:00 AM	19149
2100 BLOCK S SWANSON ST	2/26/2009 3:08:00 AM	19148
N 38TH ST &  SPRING GARDEN ST	2/24/2009 11:24:00 PM	19104
1300 BLOCK N 10TH ST	2/24/2009 1:51:00 AM	19122
1300 BLOCK N 10TH ST	2/23/2009 10:51:00 PM	19122
2900 BLOCK N 22ND ST	2/23/2009 9:44:00 PM	19132
1300 BLOCK ANCHOR ST	2/23/2009 8:02:00 PM	19124
4700 BLOCK LEIPER ST	2/23/2009 9:24:00 AM	19124
1800 BLOCK W HUNTING PARK AV	2/21/2009 8:44:00 PM	19140
2300 BLOCK N 13TH ST	2/21/2009 10:13:00 AM	19132
500 BLOCK W MOYAMENSING AV	2/21/2009 1:04:00 AM	19148
600 BLOCK KELLY DR	2/20/2009 7:00:00 PM	19130
800 BLOCK E HILTON ST	2/19/2009 10:36:00 PM	19134
6900 BLOCK E ROOSEVELT BLVD	2/19/2009 2:16:00 PM	19149
5600 BLOCK STOKES ST	2/18/2009 8:36:00 PM	19144
2600 BLOCK N BROAD ST	2/14/2009 2:58:00 PM	19132
8900 BLOCK E ROOSEVELT BLVD	2/13/2009 9:39:00 PM	19115
5600 BLOCK N BROAD ST	2/13/2009 8:20:00 PM	19141
1800 BLOCK MORRIS ST	2/13/2009 1:16:00 AM	19145
6100 BLOCK WALTON AV	2/9/2009 7:26:00 PM	19143
900 BLOCK BORBECK AV	2/9/2009 3:06:00 PM	19111
400 BLOCK ABBOTTSFORD AVE	2/9/2009 12:24:00 AM	19144
5800 BLOCK BEAUMONT ST	2/8/2009 2:56:00 AM	19143
5000 BLOCK KERSHAW ST	2/2/2009 8:00:00 PM	19131
5600 BLOCK BELMAR ST	2/2/2009 7:49:00 PM	19143
900 BLOCK S 4TH ST	2/2/2009 2:16:00 PM	19147
4500 BLOCK N BOUVIER ST	2/2/2009 4:26:00 AM	19140
3400 BLOCK BLEIGH AV	2/1/2009 8:54:00 PM	19136
S DEWEY ST & MARKET ST	3/31/2007 11:08:00 PM	19139
4900 BLOCK ASPEN ST	3/31/2007 5:44:00 AM	19139
2800 BLOCK N RINGGOLD ST	3/30/2007 10:05:00 PM	19132
2300 BLOCK S FRANKLIN ST	3/30/2007 2:44:00 AM	19148
1300 BLOCK E HAINES ST	3/29/2007 9:25:00 PM	19138
4600 BLOCK N PENN ST	3/29/2007 1:19:00 AM	19124
1800 BLOCK W 67TH AV	3/27/2007 10:41:00 AM	19126
S 7TH ST & CHRISTIAN ST	3/26/2007 8:50:00 PM	19147
2200 BLOCK STENTON AV	3/26/2007 1:17:00 PM	19138
1300 BLOCK W JEROME ST	3/26/2007 3:12:00 AM	19140
3400 BLOCK N 17TH ST	3/25/2007 11:41:00 PM	19140
2500 BLOCK W SELTZER ST	3/25/2007 5:16:00 PM	19132
5800 BLOCK PENTRIDGE ST	3/25/2007 4:37:00 PM	19143
5400 BLOCK SUMMER ST	3/24/2007 10:35:00 PM	19139
4700 BLOCK E ROOSEVELT BLVD	3/24/2007 7:54:00 PM	19124
100 BLOCK E ELEANOR ST	3/23/2007 2:10:00 AM	19120
E ERIE AV & GLENDALE ST	3/22/2007 3:45:00 PM	19124
6600 BLOCK HADDINGTON LA	3/21/2007 10:33:00 PM	19151
3100 BLOCK FONTAIN ST	3/21/2007 4:20:00 PM	19121
1200 BLOCK N BROAD ST	3/21/2007 5:04:00 AM	19121
E CAMBRIA ST & ROSEHILL ST	3/20/2007 9:18:00 PM	19134
W LOUDEN ST & N MARVINE ST	3/20/2007 6:43:00 PM	19141
600 BLOCK E ONTARIO ST	3/20/2007 3:01:00 PM	19134
N 15TH ST & JOHN F KENNEDY BLVD	3/19/2007 1:48:00 AM	19102
4900 BLOCK ROYAL ST	3/17/2007 10:37:00 PM	19144
3700 BLOCK MAIN ST	3/16/2007 11:02:00 AM	13673
400 BLOCK DALY ST	3/15/2007 8:49:00 PM	19148
3000 BLOCK CEDAR ST	3/15/2007 3:05:00 PM	19134
5100 BLOCK WESTFORD RD	3/14/2007 9:23:00 PM	19120
2300 BLOCK W CAMBRIA ST	3/13/2007 4:27:00 PM	19132
S 52ND ST & MARKET ST	3/12/2007 11:16:00 PM	19139
8000 BLOCK OGONTZ AV	3/12/2007 7:15:00 PM	19150
1900 BLOCK W GIRARD AVE	3/12/2007 6:37:00 PM	19130
300 BLOCK MORRIS ST	3/12/2007 2:21:00 PM	19148
2200 BLOCK N VAN PELT ST	3/11/2007 10:16:00 AM	19132
4000 BLOCK POPLAR ST	3/11/2007 4:31:00 AM	19104
900 BLOCK S 53RD ST	3/9/2007 3:18:00 PM	19143
E HUNTINGDON ST & KENSINGTON AV	3/8/2007 10:26:00 AM	19125
1900 BLOCK E WASHINGTON LA	3/8/2007 6:41:00 AM	19138
1 BLOCK E JOHNSON ST	3/6/2007 9:54:00 PM	19144
1700 BLOCK MCKEAN ST	3/6/2007 3:29:00 PM	19145
2000 BLOCK S HEMBERGER ST	3/5/2007 4:19:00 PM	19145
2200 BLOCK BOLTON WAY	3/5/2007 4:43:00 AM	19121
2500 BLOCK N 19TH ST	3/4/2007 3:36:00 AM	19132
4800 BLOCK E ROOSEVELT BLVD	3/3/2007 3:33:00 AM	19124
S 15TH ST & MARKET ST	3/3/2007 1:15:00 AM	19102
3200 BLOCK MANTUA AV	3/1/2007 2:07:00 AM	19104
3200 BLOCK MANTUA AV	3/1/2007 1:09:00 AM	19104
300 BLOCK N FRONT ST	3/31/2008 9:39:00 PM	19106
1800 BLOCK CECIL B MOORE AV	3/30/2008 10:53:00 PM	19121
GERMANTOWN AV  &  W HUNTING PARK AV	3/30/2008 1:27:00 AM	19140
RHAWN ST  &  LEXINGTON AV	3/28/2008 11:11:00 PM	19152
4600 BLOCK PARRISH ST	3/28/2008 3:22:00 AM	19139
3000 BLOCK W LEHIGH AV	3/27/2008 3:04:00 PM	19132
1300 BLOCK MARKET ST	3/26/2008 2:51:00 PM	19107
5200 BLOCK WAKEFIELD ST	3/23/2008 9:57:00 PM	19144
2000 BLOCK N 11TH STREET IS ST	3/23/2008 6:03:00 PM	19107
5200 BLOCK N 5TH ST	3/23/2008 2:47:00 AM	19120
5000 BLOCK PARRISH ST	3/22/2008 8:01:00 PM	19139
5000 BLOCK PARRISH ST	3/22/2008 7:06:00 PM	19139
5600 BLOCK WALNUT ST	3/20/2008 11:29:00 AM	19139
FOX ST  &  W ABBOTTSFORD AV	3/19/2008 7:41:00 PM	19129
2000 BLOCK W TIOGA ST	3/18/2008 8:45:00 PM	19140
1600 BLOCK S 59TH ST	3/18/2008 7:48:00 AM	19143
7900 BLOCK PICKERING AV	3/17/2008 6:12:00 AM	19150
3100 BLOCK POTTER ST	3/16/2008 5:05:00 AM	19134
600 BLOCK N 65TH ST	3/16/2008 3:32:00 AM	19151
800 BLOCK LINDLEY AV	3/13/2008 10:27:00 PM	19141
1500 BLOCK N MYRTLEWOOD ST	3/13/2008 12:33:00 PM	19121
100 BLOCK N CONESTOGA ST	3/12/2008 10:01:00 AM	19139
8400 BLOCK BARTRAM AV	3/11/2008 10:24:00 PM	19153
2200 BLOCK BOLTON WAY	3/10/2008 1:28:00 AM	19121
200 BLOCK W WESTMORELAND ST	3/2/2008 7:55:00 AM	19140
1600 BLOCK STAUB ST	3/1/2008 2:12:00 AM	19140
6300 BLOCK GERMANTOWN AV	3/29/2009 9:46:00 PM	19144
5900 BLOCK ELMHURST ST	3/27/2009 11:19:00 AM	19149
5500 BLOCK WALNUT ST	3/27/2009 10:26:00 AM	19139
200 BLOCK MARKET ST	3/26/2009 1:16:00 AM	19106
4500 BLOCK N 19TH ST	3/25/2009 8:08:00 PM	19140
2100 BLOCK W ERIE AV	3/20/2009 5:52:00 PM	19140
100 BLOCK W WISHART ST	3/19/2009 1:09:00 AM	19133
7500 BLOCK LANSDOWNE AV	3/18/2009 12:28:00 PM	19151
5000 BLOCK N CAMAC ST	3/17/2009 7:43:00 AM	19141
900 BLOCK E JOHNSON ST	3/16/2009 11:52:00 PM	19138
1800 BLOCK N 27TH ST	3/15/2009 9:29:00 PM	19121
3400 BLOCK GERMANTOWN AVE	3/15/2009 2:13:00 AM	19140
2100 BLOCK E NORRIS ST	3/15/2009 2:01:00 AM	19125
100 BLOCK W SUSQUEHANNA AV	3/15/2009 12:09:00 AM	19122
7500 BLOCK TORRESDALE AV	3/11/2009 11:57:00 PM	19136
8800 BLOCK DITMAN ST	3/11/2009 10:07:00 PM	19136
5200 BLOCK IRVING ST	3/8/2009 1:07:00 AM	19139
2400 BLOCK N 5TH ST	3/7/2009 6:52:00 PM	19133
66TH AV  &  OLD YORK RD	3/7/2009 6:31:00 PM	19126
200 BLOCK W GLENWOOD AV	3/7/2009 5:01:00 PM	19140
N 9TH ST &  W MONTGOMERY AV	3/6/2009 9:39:00 PM	19122
4200 BLOCK WAYNE AVE	3/6/2009 1:59:00 AM	19140
6800 BLOCK RISING SUN AV	3/4/2009 4:07:00 PM	19111
3400 BLOCK AMBER ST	3/4/2009 3:29:00 PM	19134
5500 BLOCK BELMAR ST	3/3/2009 12:33:00 AM	19143
700 BLOCK N CROSKEY ST	3/1/2009 8:39:00 PM	19130
1900 BLOCK STENTON AV	4/29/2007 1:27:00 AM	19138
2000 BLOCK DICKINSON ST	4/28/2007 4:45:00 PM	19146
900 BLOCK N 19TH ST	4/28/2007 4:45:00 PM	19130
S 6TH ST & WATKINS ST	4/28/2007 6:53:00 AM	19148
3000 BLOCK N LAWRENCE ST	4/28/2007 12:27:00 AM	19133
2100 BLOCK S 7TH ST	4/26/2007 9:45:00 AM	19148
2100 BLOCK S 7TH ST	4/26/2007 6:13:00 AM	19148
4900 BLOCK HOOPES ST	4/25/2007 11:42:00 PM	19139
1100 BLOCK N 40TH ST	4/25/2007 12:49:00 PM	19104
N 30TH ST & W CUMBERLAND ST	4/23/2007 7:12:00 PM	19132
100 BLOCK W ROOSEVELT BLVD	4/22/2007 10:35:00 PM	19120
200 BLOCK E BRINGHURST ST	4/22/2007 9:58:00 PM	19144
5400 BLOCK HARLEY TER	4/21/2007 10:26:00 PM	19143
4800 BLOCK MC KEAN AV	4/21/2007 10:24:00 PM	19144
1500 BLOCK W ALLEGHENY AV	4/21/2007 4:47:00 PM	19132
3400 BLOCK N 15TH ST	4/21/2007 1:06:00 PM	19140
1200 BLOCK CHESTNUT ST	4/21/2007 9:30:00 AM	19107
4000 BLOCK E ROOSEVELT BLVD	4/21/2007 5:10:00 AM	19124
600 BLOCK S YEWDALL ST	4/21/2007 12:23:00 AM	19143
3100 BLOCK JASPER ST	4/20/2007 9:37:00 PM	19134
ARCH ST & N BROAD ST	4/18/2007 9:55:00 AM	19107
S 4TH ST & WALNUT ST	4/17/2007 6:47:00 PM	19106
300 BLOCK S PRESTON ST	4/16/2007 4:29:00 PM	19104
5100 BLOCK WARREN ST	4/16/2007 1:28:00 PM	19131
7200 BLOCK FRANKFORD AV	4/16/2007 10:01:00 AM	19149
1800 BLOCK N 59TH ST	4/15/2007 3:41:00 PM	19131
3300 BLOCK GRATZ ST	4/14/2007 2:24:00 PM	19140
1300 BLOCK S CARLISLE ST	4/13/2007 5:33:00 PM	19146
3000 BLOCK N CARLISLE ST	4/12/2007 8:25:00 AM	19132
5800 BLOCK GERMANTOWN AV	4/8/2007 2:13:00 AM	19144
6000 BLOCK MARKET ST	4/8/2007 12:13:00 AM	19139
5800 BLOCK PINE ST	4/6/2007 10:59:00 PM	19143
1900 BLOCK N STANLEY ST	4/6/2007 12:30:00 AM	19121
1900 BLOCK ELSTON ST	4/4/2007 11:05:00 PM	19138
6100 BLOCK BELFIELD AV	4/3/2007 10:55:00 AM	19144
7000 BLOCK WOODLAND AV	4/1/2007 2:49:00 PM	19142
5000 BLOCK N 5TH ST	4/1/2007 12:33:00 AM	19120
2800 BLOCK JASPER ST	4/30/2008 12:50:00 PM	19134
2100 BLOCK E CAMBRIA ST	4/27/2008 5:50:00 PM	19134
300 BLOCK BUSTI ST	4/27/2008 1:32:00 PM	19139
5000 BLOCK N BROAD ST	4/27/2008 4:02:00 AM	19141
6800 BLOCK LIMEKILN PIKE	4/27/2008 2:48:00 AM	19138
4900 BLOCK N BROAD ST	4/27/2008 1:45:00 AM	19141
5300 BLOCK N BROAD ST	4/27/2008 12:18:00 AM	19141
500 BLOCK TYSON AV	4/24/2008 4:15:00 PM	19111
E ROOSEVELT BLVD  &  ADAMS AV	4/23/2008 11:45:00 PM	19124
3700 BLOCK FRANKFORD AV	4/21/2008 3:34:00 PM	19124
2400 BLOCK CLIFFORD ST	4/20/2008 7:26:00 PM	19121
1800 BLOCK N 20TH ST	4/20/2008 9:26:00 AM	19121
5400 BLOCK N 5TH ST	4/20/2008 3:00:00 AM	19120
2600 BLOCK HOBSON ST	4/19/2008 11:24:00 PM	19142
5700 BLOCK HAVERFORD AV	4/19/2008 6:12:00 PM	19131
4800 BLOCK TACKAWANNA ST	4/18/2008 8:02:00 PM	19124
N 38TH ST &  W GIRARD AV	4/17/2008 10:30:00 PM	19104
2600 BLOCK DICKINSON ST	4/16/2008 5:15:00 AM	19146
S FRAZIER ST  &  HADFIELD ST	4/15/2008 10:44:00 PM	19143
4700 BLOCK STATES DR	4/15/2008 2:15:00 AM	19131
2400 BLOCK N 25TH ST	4/13/2008 5:06:00 PM	19132
1500 BLOCK GERMANTOWN AV	4/13/2008 5:18:00 AM	19122
5900 BLOCK W GIRARD AV	4/13/2008 3:59:00 AM	19151
8000 BLOCK E ROOSEVELT BLVD	4/13/2008 3:08:00 AM	19152
2600 BLOCK W SILVER ST	4/12/2008 6:07:00 PM	19132
5600 BLOCK CHEW AV	4/12/2008 12:44:00 PM	19144
W ROOSEVELT BLVD  &  OLD YORK RD	4/12/2008 4:50:00 AM	19140
5900 BLOCK HASBROOK AV	4/11/2008 4:11:00 PM	19120
1100 BLOCK E WOODLAWN ST	4/10/2008 10:41:00 PM	19138
N FRONT ST  &  W GIRARD AV	4/10/2008 11:33:00 AM	19122
800 BLOCK S CECIL ST	4/10/2008 2:09:00 AM	19143
1300 BLOCK W WILLIAM ST	4/6/2008 3:53:00 AM	19132
2900 BLOCK KENSINGTON AV	4/3/2008 12:20:00 AM	19134
1400 BLOCK S 52ND ST	4/30/2009 11:38:00 PM	19143
1800 BLOCK W ASHDALE ST	4/30/2009 1:57:00 AM	19141
1500 BLOCK E ERIE AV	4/29/2009 12:41:00 AM	19124
6500 BLOCK COBBS CREEK PKWY	4/28/2009 9:48:00 PM	19142
6500 BLOCK COBBS CREEK PKWY	4/28/2009 8:45:00 PM	19142
600 BLOCK W NORRIS ST	4/28/2009 2:42:00 PM	19122
4900 BLOCK N WARNOCK ST	4/28/2009 1:11:00 PM	19141
3300 BLOCK N BROAD ST	4/28/2009 2:42:00 AM	19140
N 32ND ST  &  MORSE ST	4/26/2009 11:22:00 PM	19121
5700 BLOCK RACE ST	4/26/2009 2:49:00 AM	19139
2800 BLOCK N 25TH ST	4/24/2009 12:26:00 PM	19132
7300 BLOCK N BOUVIER ST	4/23/2009 9:04:00 PM	19126
1900 BLOCK STERLING ST	4/21/2009 7:36:00 AM	19138
1600 BLOCK S 29TH ST	4/20/2009 12:28:00 AM	19145
1600 BLOCK S 29TH ST	4/19/2009 9:39:00 PM	19145
3600 BLOCK N SMEDLEY ST	4/18/2009 9:44:00 PM	19140
4900 BLOCK N MARVINE ST	4/14/2009 5:52:00 PM	19141
2900 BLOCK N 27TH ST	4/13/2009 1:30:00 AM	19132
2200 BLOCK MIFFLIN ST	4/11/2009 11:24:00 PM	19145
400 BLOCK W CAMBRIA ST 	4/11/2009 10:40:00 PM	19133
3100 BLOCK N FRANKLIN ST	4/9/2009 11:46:00 AM	19133
2400 BLOCK PATTISON TER	4/6/2009 9:25:00 PM	19148
500 BLOCK S REDFIELD ST	4/6/2009 8:53:00 PM	19143
FRANKFORD AV  &  BRILL ST	4/5/2009 1:39:00 AM	19124
700 BLOCK DEKALB ST	4/2/2009 12:31:00 AM	19104
RIDGE AV  &  LEVERINGTON AV	5/30/2007 12:27:00 PM	19128
3800 BLOCK LINDEN AV	5/28/2007 1:59:00 PM	19114
2300 BLOCK WATKINS ST	5/25/2007 4:19:00 PM	19145
S 70TH ST  &  PASCHALL AV	5/23/2007 12:58:00 PM	19142
5100 BLOCK HENLEY ST	5/22/2007 8:50:00 PM	19144
1600 BLOCK W YORK ST	5/20/2007 2:16:00 PM	19132
1500 BLOCK W YORK ST	5/20/2007 11:08:00 AM	19132
2700 BLOCK W OAKDALE ST	5/20/2007 6:23:00 AM	19132
1400 BLOCK TASKER ST	5/19/2007 11:57:00 PM	19146
4800 BLOCK GRISCOM ST	5/19/2007 6:53:00 PM	19124
900 BLOCK S 5TH ST	5/19/2007 1:49:00 AM	19147
900 BLOCK S 5TH ST	5/19/2007 1:05:00 AM	19147
700 BLOCK HOFFMAN ST	5/18/2007 1:27:00 AM	19148
N 41ST ST  &  CAMBRIDGE ST	5/18/2007 12:43:00 AM	19104
TACONY ST &  VAN KIRK ST	5/18/2007 12:12:00 AM	19135
4100 BLOCK PENNSGROVE ST	5/17/2007 10:43:00 PM	19104
1600 BLOCK N ROBINSON ST	5/15/2007 11:54:00 PM	19151
1900 BLOCK N 5TH ST	5/15/2007 10:14:00 AM	19122
6400 BLOCK BELFIELD AV	5/14/2007 6:17:00 AM	19119
100 BLOCK W MASTER ST	5/13/2007 12:04:00 AM	19122
5700 BLOCK CHRISTIAN ST	5/11/2007 11:36:00 PM	19143
S 57TH ST & RODMAN ST	5/11/2007 10:05:00 PM	19143
6000 BLOCK DUFFIELD ST	5/11/2007 7:16:00 PM	19135
5900 BLOCK GREENWAY AV	5/11/2007 11:45:00 AM	19143
S 52ND ST & MARKET ST	5/10/2007 3:51:00 PM	19139
W 77TH AV & OGONTZ AV	5/10/2007 12:59:00 PM	19150
5100 BLOCK HARLAN ST	5/9/2007 9:24:00 PM	19131
N 2ND ST & W GLENWOOD AV	5/6/2007 4:18:00 AM	19140
W CHELTENHAM AV & IVY HILL RD	5/1/2007 5:10:00 PM	19038
1200 BLOCK S 19TH ST	5/1/2007 12:26:00 AM	19146
N HOWARD ST  &  W DAUPHIN ST	5/31/2008 4:24:00 PM	19133
100 BLOCK N 61ST ST	5/31/2008 2:13:00 PM	19139
4000 BLOCK LANCASTER AV	5/30/2008 9:52:00 PM	19104
600 BLOCK SPRING GARDEN ST	5/28/2008 11:20:00 PM	19123
5600 BLOCK WYNNEFIELD AV	5/28/2008 10:01:00 PM	19131
5400 BLOCK RIDGEWOOD ST	5/25/2008 3:29:00 AM	19143
1500 BLOCK S 19TH ST	5/24/2008 4:25:00 AM	19146
1800 BLOCK S 5TH ST	5/24/2008 2:50:00 AM	19148
5300 BLOCK WYALUSING AV	5/24/2008 1:49:00 AM	19131
2600 BLOCK S 7TH ST	5/23/2008 10:32:00 PM	19148
2700 BLOCK RED LION RD	5/22/2008 12:01:00 PM	19114
1900 BLOCK E MONMOUTH ST	5/19/2008 10:04:00 PM	19134
1900 BLOCK E MONMOUTH ST	5/19/2008 4:24:00 PM	19134
200 BLOCK FARISTON DR	5/16/2008 12:57:00 PM	19120
2500 BLOCK S 66TH ST	5/14/2008 5:58:00 PM	19142
7300 BLOCK RUGBY ST	5/13/2008 9:00:00 AM	19138
1600 BLOCK N DOVER ST	5/10/2008 11:42:00 PM	19121
