"AREAKEY","INTPTLAT","INTPTLON","AREALAND","AREAWATR","AREALANM","AREAWATM","STUSAB","REGION","DIVISION","STATECE","STATE","COUNTY","COUNTYSC","COUSUB","COUSUBCC","COUSUBSC","PLACE","PLACECC","PLACEDC","PLACESC","TRACT","BLKGRP","BLOCK","CONCIT","CONCITCC","CONCITSC","AIANHHCE","AIANHH","AIANHHCC","AIHHTLI","AITSCE","AITS","AITSCC","ANRC","ANRCCC","MSACMSA","MASC","CMSA","MACCI","PMSA","NECMA","NECMACCI","NECMASC","EXI","UA","UASC","UATYPE","UR","CD106","CD108","CD109","CD110","SLDU","SLDL","VTD","VTDI","ZCTA3","ZCTA5","SUBMCD","SUBMCDCC","FUNCSTAT","GCUNI","LSADC","SDELM","SDSEC","SDUNI","TAZ","UGA","PUMA5","PUMA1","MACC","UACP","P001001","P002001","P003001","P004001","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P006001","P006002","P006003","P006004","P006005","P006006","P006007","P006008","P052001","P052002","P052003","P052004","P052005","P052006","P052007","P052008","P052009","P052010","P052011","P052012","P052013","P052014","P052015","P052016","P052017"
"42101018800","39.997412","-75.105417","668216","0","0.26","0.00","PA","1","2","23","42","101","21","","","","","","0","","018800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7257","827","7257","11.4","7257","7257","7257","0","0","0","0","7257","4981","836","20","68","0","1103","249","2501","675","214","243","235","236","80","168","142","71","165","101","126","29","8","8","0"
"42101018900","40.001779","-75.094348","1022195","0","0.39","0.00","PA","1","2","23","42","101","21","","","","","","0","","018900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","942","161","1003","16.1","942","942","942","0","0","0","0","942","547","180","0","6","0","168","41","318","60","36","29","46","22","12","27","40","28","7","0","4","7","0","0","0"
"42101019000","40.007879","-75.098671","779798","0","0.30","0.00","PA","1","2","23","42","101","21","","","","","","0","","019000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6869","741","6869","10.8","6869","6869","6869","0","0","0","0","6869","4065","964","74","272","0","1279","215","2238","349","300","266","218","113","183","196","107","92","174","101","81","34","6","18","0"
"42101019100","40.010362","-75.105723","1468720","0","0.57","0.00","PA","1","2","23","42","101","21","","","","","","0","","019100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6662","743","6662","11.2","6662","6662","6662","0","0","0","0","6662","4376","426","9","344","0","1275","232","2614","357","220","250","261","130","189","119","291","118","264","209","127","43","12","8","16"
"42101019200","40.000612","-75.115368","656129","0","0.25","0.00","PA","1","2","23","42","101","21","","","","","","0","","019200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7519","920","7519","12.2","7519","7519","7519","0","0","0","0","7519","3068","1653","16","361","0","2274","147","2264","593","263","310","181","142","183","118","102","101","146","104","21","0","0","0","0"
"42101019300","40.007145","-75.120316","927257","0","0.36","0.00","PA","1","2","23","42","101","21","","","","","","0","","019300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","146","15","111","13.5","146","146","146","0","0","0","0","146","101","18","7","20","0","0","0","44","7","0","0","10","8","0","0","8","0","0","11","0","0","0","0","0"
"42101019400","40.012512","-75.127861","1345798","0","0.52","0.00","PA","1","2","23","42","101","21","","","","","","0","","019400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","350","51","340","15.0","350","350","350","0","0","0","0","350","70","141","0","3","12","96","28","114","34","26","0","14","9","0","0","25","6","0","0","0","0","0","0","0"
"42101019500","40.001662","-75.130669","788873","0","0.30","0.00","PA","1","2","23","42","101","21","","","","","","0","","019500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","8642","956","8642","11.1","8642","8642","8642","0","0","0","0","8642","2423","940","20","411","0","4258","590","2582","919","366","292","241","132","179","157","29","41","113","55","41","10","7","0","0"
"42101019600","40.012712","-75.133444","750372","0","0.29","0.00","PA","1","2","23","42","101","21","","","","","","0","","019600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2632","385","2677","14.4","2632","2632","2632","0","0","0","0","2632","821","549","10","0","0","1184","68","821","292","106","72","72","51","72","27","17","37","25","33","9","0","8","0","0"
"42101019700","40.016262","-75.138595","855534","13460","0.33","0.01","PA","1","2","23","42","101","21","","","","","","0","","019700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7139","748","7139","10.5","7139","7139","7139","0","0","0","0","7139","1330","2761","46","40","0","2526","436","2076","672","152","217","128","182","135","91","47","86","98","153","76","39","0","0","0"
"42101019800","40.010212","-75.140519","541688","0","0.21","0.00","PA","1","2","23","42","101","21","","","","","","0","","019800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6239","607","6239","9.7","6239","6239","6239","0","0","0","0","6239","976","2564","0","198","0","2296","205","1843","509","251","123","157","142","155","101","87","90","94","105","18","11","0","0","0"
"42101019900","40.004829","-75.143394","664919","0","0.26","0.00","PA","1","2","23","42","101","21","","","","","","0","","019900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5002","659","4897","13.5","5002","5002","5002","0","0","0","0","5002","813","2333","0","57","0","1608","191","1532","608","116","123","135","115","97","127","33","54","69","23","4","12","0","6","10"
"42101020000","40.002012","-75.150564","319461","0","0.12","0.00","PA","1","2","23","42","101","21","","","","","","0","","020000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1756","193","1861","10.4","1756","1756","1756","0","0","0","0","1756","326","1320","0","100","0","10","0","534","202","12","39","45","58","11","9","26","14","41","36","35","0","6","0","0"
"42101020100","40.007112","-75.154170","871226","0","0.34","0.00","PA","1","2","23","42","101","21","","","","","","0","","020100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7732","722","7732","9.3","7732","7732","7732","0","0","0","0","7732","146","7380","8","130","0","12","56","3139","864","409","270","286","200","226","150","69","37","122","210","144","104","13","0","35"
"42101020200","40.008462","-75.161969","763558","0","0.29","0.00","PA","1","2","23","42","101","21","","","","","","0","","020200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5659","610","5666","10.8","5659","5659","5659","0","0","0","0","5659","138","5294","23","110","0","17","77","2183","659","253","150","162","151","162","145","138","36","135","91","56","5","16","0","24"
"42101020300","40.012245","-75.149503","524368","0","0.20","0.00","PA","1","2","23","42","101","21","","","","","","0","","020300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3147","383","3140","12.2","3147","3147","3147","0","0","0","0","3147","103","2729","22","30","0","210","53","1083","280","126","83","109","117","89","65","32","49","27","47","32","19","0","0","8"
"42101020400","40.020062","-75.152589","412223","0","0.16","0.00","PA","1","2","23","42","101","21","","","","","","0","","020400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3398","472","3398","13.9","3398","3398","3398","0","0","0","0","3398","57","3278","0","55","0","0","8","1185","297","63","95","67","74","82","101","60","58","96","78","53","22","23","0","16"
"42101020500","40.016883","-75.160323","1431411","0","0.55","0.00","PA","1","2","23","42","101","21","","","","","","0","","020500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3308","413","3139","13.2","3308","3308","3308","0","0","0","0","3308","174","2963","0","94","0","0","77","1385","481","179","108","91","114","55","78","57","25","56","65","41","9","14","7","5"
"42101020600","40.018012","-75.183921","1285681","78350","0.50","0.03","PA","1","2","23","42","101","21","","","","","","0","","020600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1646","216","1815","11.9","1646","1646","1646","0","0","0","0","1646","1100","296","0","157","0","30","63","901","317","47","29","23","33","71","45","21","12","38","61","56","53","66","7","22"
"42101020700","40.012012","-75.193147","1429929","87386","0.55","0.03","PA","1","2","23","42","101","21","","","","","","0","","020700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6378","675","6378","10.6","6378","6378","6378","0","0","0","0","6378","4936","1026","0","220","0","36","160","2364","217","166","129","159","140","168","106","149","152","225","259","288","53","72","53","28"
"42101020800","40.018112","-75.197355","896401","0","0.35","0.00","PA","1","2","23","42","101","21","","","","","","0","","020800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1930","254","1906","13.3","1930","1930","1930","0","0","0","0","1930","1090","615","0","146","0","24","55","1236","193","79","86","38","7","63","47","130","23","113","161","108","79","40","36","33"
"42101020900","40.018145","-75.210509","530703","38281","0.20","0.01","PA","1","2","23","42","101","21","","","","","","0","","020900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2835","452","2835","15.9","2835","2835","2835","0","0","0","0","2835","2640","81","2","45","0","18","49","1319","118","70","74","82","60","123","112","81","86","116","108","172","64","13","24","16"
"42101021000","40.024112","-75.214886","850881","26486","0.33","0.01","PA","1","2","23","42","101","21","","","","","","0","","021000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4994","509","4994","10.2","4994","4994","4994","0","0","0","0","4994","4670","194","10","0","0","36","84","2121","152","199","93","178","107","147","144","122","121","132","229","318","95","39","27","18"
"42101021100","40.026911","-75.205477","547341","0","0.21","0.00","PA","1","2","23","42","101","21","","","","","","0","","021100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2574","399","2587","15.4","2574","2574","2574","0","0","0","0","2574","2371","130","36","4","0","10","23","1137","100","42","51","88","58","77","53","97","60","100","119","201","45","18","19","9"
"42101021200","40.033144","-75.212907","496204","0","0.19","0.00","PA","1","2","23","42","101","21","","","","","","0","","021200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2390","344","2401","14.3","2390","2390","2390","0","0","0","0","2390","2180","88","12","70","0","29","11","1067","142","67","71","67","88","44","71","80","28","123","104","123","22","19","11","7"
"42101021300","40.031861","-75.217780","543516","0","0.21","0.00","PA","1","2","23","42","101","21","","","","","","0","","021300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3676","499","3676","13.6","3676","3676","3676","0","0","0","0","3676","3322","251","0","0","0","7","96","1523","133","87","87","76","140","110","135","80","78","143","209","115","61","37","15","17"
"42101021400","40.027250","-75.223309","634669","26357","0.25","0.01","PA","1","2","23","42","101","21","","","","","","0","","021400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3970","507","3970","12.8","3970","3970","3970","0","0","0","0","3970","3388","524","0","21","0","0","37","1828","225","123","119","93","98","115","121","118","58","153","204","242","91","60","5","3"
"42101021500","40.032911","-75.228759","997612","20456","0.39","0.01","PA","1","2","23","42","101","21","","","","","","0","","021500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3476","527","3541","14.9","3476","3476","3476","0","0","0","0","3476","3224","139","0","41","0","7","65","1521","118","80","64","118","123","88","73","90","102","149","197","199","43","39","27","11"
"42101021600","40.041444","-75.235602","2065693","63596","0.80","0.02","PA","1","2","23","42","101","21","","","","","","0","","021600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1845","281","1780","15.8","1845","1845","1845","0","0","0","0","1845","1592","165","12","49","0","0","27","851","56","40","37","60","55","105","88","33","73","51","99","100","29","8","13","4"
"42101021700","40.042761","-75.223421","1573304","0","0.61","0.00","PA","1","2","23","42","101","21","","","","","","0","","021700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5968","688","5968","11.5","5968","5968","5968","0","0","0","0","5968","5322","407","0","146","0","0","93","2482","117","149","114","143","147","123","173","162","131","291","375","264","204","15","41","33"
"42101021800","40.056811","-75.234037","1015446","0","0.39","0.00","PA","1","2","23","42","101","21","","","","","","0","","021800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4490","521","4490","11.6","4490","4490","4490","0","0","0","0","4490","3574","368","0","423","0","75","50","2314","290","131","84","104","177","173","186","156","78","162","306","263","109","72","15","8"
"42101021900","40.049392","-75.241843","1319379","111835","0.51","0.04","PA","1","2","23","42","101","21","","","","","","0","","021900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1198","179","1169","15.3","1198","1198","1198","0","0","0","0","1198","1077","57","0","26","0","10","28","541","37","31","0","11","36","19","13","27","41","69","110","70","23","26","6","22"
"42101022000","40.062469","-75.245587","2916680","96312","1.13","0.04","PA","1","2","23","42","101","21","","","","","","0","","022000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1574","246","1603","15.3","1574","1574","1574","0","0","0","0","1574","1477","97","0","0","0","0","0","667","87","18","36","30","38","61","18","33","30","23","65","107","51","48","10","12"
"42101022100","40.065361","-75.235970","656600","0","0.25","0.00","PA","1","2","23","42","101","21","","","","","","0","","022100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","994","180","1108","16.2","994","994","994","0","0","0","0","994","918","53","0","23","0","0","0","439","38","30","58","18","24","8","19","8","12","66","32","49","50","18","9","0"
"42101022200","40.069311","-75.232816","1943506","0","0.75","0.00","PA","1","2","23","42","101","21","","","","","","0","","022200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1619","236","1446","16.3","1619","1619","1619","0","0","0","0","1619","1341","198","0","15","0","18","47","532","8","0","5","14","34","29","21","5","53","52","64","99","42","39","43","24"
"42101022300","40.036939","-75.209074","5653647","2621","2.18","0.00","PA","1","2","23","42","101","21","","","","","","0","","022300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","211","27","202","13.4","211","211","211","0","0","0","0","211","128","66","0","0","0","8","9","106","0","0","11","6","0","15","20","0","0","0","12","14","7","3","0","18"
"42101022400","40.078460","-75.216808","649022","0","0.25","0.00","PA","1","2","23","42","101","21","","","","","","0","","022400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","346","65","384","16.9","346","346","346","0","0","0","0","346","333","5","0","1","0","7","0","112","0","0","0","0","0","0","0","17","0","4","26","10","19","6","8","22"
"42101022500","40.090060","-75.221137","896447","0","0.35","0.00","PA","1","2","23","42","101","21","","","","","","0","","022500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","549","42","571","7.4","549","549","549","0","0","0","0","549","431","22","0","30","22","22","22","79","6","7","0","0","0","0","0","0","0","21","0","6","19","6","0","14"
"42101022600","40.080360","-75.213714","616550","0","0.24","0.00","PA","1","2","23","42","101","21","","","","","","0","","022600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","467","36","475","7.6","467","467","467","0","0","0","0","467","400","67","0","0","0","0","0","82","0","7","14","0","0","0","0","0","0","0","0","12","10","0","22","17"
"42101022700","40.077907","-75.203028","573772","0","0.22","0.00","PA","1","2","23","42","101","21","","","","","","0","","022700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1193","190","1231","15.4","1193","1193","1193","0","0","0","0","1193","1093","22","3","22","0","9","44","552","16","29","0","31","38","30","16","25","13","46","70","103","58","9","46","22"
"42101022800","40.072760","-75.208514","704419","0","0.27","0.00","PA","1","2","23","42","101","21","","","","","","0","","022800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1558","243","1520","16.0","1558","1558","1558","0","0","0","0","1558","1453","25","0","36","0","18","26","810","38","35","40","25","27","55","14","38","38","74","83","75","75","37","54","102"
"42101022900","40.067244","-75.215127","1198678","0","0.46","0.00","PA","1","2","23","42","101","21","","","","","","0","","022900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","338","45","301","15.0","338","338","338","0","0","0","0","338","331","0","0","0","0","7","0","113","0","0","0","0","0","0","0","0","0","0","6","27","0","0","10","70"
"42101023000","40.057711","-75.208357","1247846","0","0.48","0.00","PA","1","2","23","42","101","21","","","","","","0","","023000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","421","64","438","14.6","421","421","421","0","0","0","0","421","358","8","0","41","0","7","7","232","19","13","23","5","0","0","16","23","20","13","11","12","16","12","20","29"
"42101023100","40.066711","-75.202522","849906","0","0.33","0.00","PA","1","2","23","42","101","21","","","","","","0","","023100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1227","177","1242","14.3","1227","1227","1227","0","0","0","0","1227","1114","80","9","3","0","16","5","532","16","17","16","18","8","23","32","0","20","11","61","87","60","35","35","93"
"42101023200","40.059778","-75.199504","783267","0","0.30","0.00","PA","1","2","23","42","101","21","","","","","","0","","023200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","649","101","649","15.6","649","649","649","0","0","0","0","649","418","194","0","9","0","0","28","302","28","15","7","21","6","32","0","8","10","18","35","63","21","8","5","25"
"42101023300","40.055311","-75.194516","595877","0","0.23","0.00","PA","1","2","23","42","101","21","","","","","","0","","023300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3097","457","3097","14.8","3097","3097","3097","0","0","0","0","3097","1519","1480","0","41","0","7","50","1405","137","40","59","58","127","63","70","114","77","129","130","148","123","35","49","46"
"42101023400","40.048711","-75.201456","809228","0","0.31","0.00","PA","1","2","23","42","101","21","","","","","","0","","023400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","542","82","547","15.0","542","542","542","0","0","0","0","542","479","63","0","0","0","0","0","233","0","8","0","13","0","0","0","0","0","13","36","16","38","14","19","76"
"42101023500","40.037619","-75.197266","794652","0","0.31","0.00","PA","1","2","23","42","101","21","","","","","","0","","023500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1208","168","1141","14.7","1208","1208","1208","0","0","0","0","1208","699","471","0","21","0","6","11","467","35","4","6","24","12","19","19","29","21","35","46","53","58","10","33","63"
"42101023600","40.042311","-75.194558","978272","0","0.38","0.00","PA","1","2","23","42","101","21","","","","","","0","","023600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2592","371","2659","14.0","2592","2592","2592","0","0","0","0","2592","1462","888","0","53","0","111","78","1135","22","54","39","57","47","71","38","67","26","100","155","105","138","77","53","86"
"42101023700","40.049511","-75.189535","1082214","0","0.42","0.00","PA","1","2","23","42","101","21","","","","","","0","","023700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5123","527","5123","10.3","5123","5123","5123","0","0","0","0","5123","1348","3418","27","31","0","0","299","2143","170","61","130","190","116","238","92","137","196","203","176","224","80","31","40","59"
"42101023800","40.039511","-75.183132","788265","0","0.30","0.00","PA","1","2","23","42","101","21","","","","","","0","","023800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4860","483","4896","9.9","4860","4860","4860","0","0","0","0","4860","1218","3440","17","0","0","10","175","2127","237","206","179","183","208","176","63","134","146","102","165","167","52","41","24","44"
"42101023900","40.032878","-75.186917","489106","0","0.19","0.00","PA","1","2","23","42","101","21","","","","","","0","","023900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2052","249","2015","12.4","2052","2052","2052","0","0","0","0","2052","608","1278","0","69","0","0","97","1276","321","165","116","92","71","71","141","6","42","42","69","103","32","0","5","0"
"42101024000","40.027561","-75.178601","618282","0","0.24","0.00","PA","1","2","23","42","101","21","","","","","","0","","024000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4244","376","4208","8.9","4244","4244","4244","0","0","0","0","4244","900","3125","34","107","0","0","78","2001","468","161","144","137","115","122","165","75","45","132","162","137","67","47","9","15"
"42101024100","40.032361","-75.176959","409706","0","0.16","0.00","PA","1","2","23","42","101","21","","","","","","0","","024100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1308","151","1436","10.5","1308","1308","1308","0","0","0","0","1308","132","1168","0","8","0","0","0","652","299","48","79","40","42","30","12","7","18","17","46","0","0","0","14","0"
"42101024200","40.028111","-75.168821","533953","0","0.21","0.00","PA","1","2","23","42","101","21","","","","","","0","","024200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4263","529","4172","12.7","4263","4263","4263","0","0","0","0","4263","577","3489","0","11","0","38","148","1719","490","118","113","109","94","120","160","76","55","97","129","55","30","42","17","14"
"42101024300","40.021662","-75.171329","675671","0","0.26","0.00","PA","1","2","23","42","101","21","","","","","","0","","024300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4016","470","4016","11.7","4016","4016","4016","0","0","0","0","4016","344","3471","35","6","0","21","139","1614","271","95","167","191","133","58","82","103","87","185","78","83","32","31","0","18"
"42101024400","40.024511","-75.163485","422067","0","0.16","0.00","PA","1","2","23","42","101","21","","","","","","0","","024400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3491","455","3491","13.0","3491","3491","3491","0","0","0","0","3491","184","2997","77","0","0","91","142","1151","179","47","155","126","85","44","27","40","63","78","96","129","42","26","8","6"
"42101024500","40.034178","-75.160892","802597","0","0.31","0.00","PA","1","2","23","42","101","21","","","","","","0","","024500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4510","568","4510","12.6","4510","4510","4510","0","0","0","0","4510","231","4150","0","23","0","45","61","1567","405","95","145","111","233","67","115","73","20","83","99","88","10","10","6","7"
"42101024600","40.038166","-75.172347","622346","0","0.24","0.00","PA","1","2","23","42","101","21","","","","","","0","","024600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2883","406","2883","14.1","2883","2883","2883","0","0","0","0","2883","203","2578","7","30","0","5","60","1124","307","153","58","145","72","71","44","43","26","52","54","21","29","0","22","27"
"42101024700","40.042061","-75.165144","940563","0","0.36","0.00","PA","1","2","23","42","101","21","","","","","","0","","024700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4866","474","4866","9.7","4866","4866","4866","0","0","0","0","4866","314","4392","28","31","0","47","54","1677","447","151","100","131","161","73","134","69","46","76","126","46","50","51","16","0"
"42101024800","40.047561","-75.166221","325186","0","0.13","0.00","PA","1","2","23","42","101","21","","","","","","0","","024800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2094","339","2137","15.9","2094","2094","2094","0","0","0","0","2094","22","2015","23","13","0","0","21","648","88","62","63","46","45","23","69","50","35","63","52","36","16","0","0","0"
"42101024900","40.050261","-75.159921","326025","0","0.13","0.00","PA","1","2","23","42","101","21","","","","","","0","","024900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3662","506","3619","14.0","3662","3662","3662","0","0","0","0","3662","21","3537","20","49","0","0","35","1282","243","106","86","184","101","107","104","42","50","91","90","57","0","7","8","6"
"42101025000","40.052411","-75.169880","752319","0","0.29","0.00","PA","1","2","23","42","101","21","","","","","","0","","025000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1072","139","1120","12.4","1072","1072","1072","0","0","0","0","1072","99","945","0","21","0","0","7","293","19","29","55","32","15","22","45","4","25","15","12","7","0","13","0","0"
"42101025100","40.056061","-75.170267","527721","0","0.20","0.00","PA","1","2","23","42","101","21","","","","","","0","","025100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2181","317","2133","14.9","2181","2181","2181","0","0","0","0","2181","61","2051","0","0","0","31","38","922","58","69","40","82","37","46","47","57","73","98","125","108","26","40","7","9"
"42101025200","40.046311","-75.176076","944427","0","0.36","0.00","PA","1","2","23","42","101","21","","","","","","0","","025200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7327","768","7327","10.5","7327","7327","7327","0","0","0","0","7327","451","6424","23","48","0","75","306","2713","516","213","252","266","134","176","170","125","50","235","282","179","48","19","8","40"
"42101025300","40.054511","-75.182260","571803","0","0.22","0.00","PA","1","2","23","42","101","21","","","","","","0","","025300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4284","530","4284","12.4","4284","4284","4284","0","0","0","0","4284","161","4008","0","32","0","15","68","1688","216","144","148","120","171","83","133","70","56","150","128","202","34","7","20","6"
