"AREAKEY","INTPTLAT","INTPTLON","AREALAND","AREAWATR","AREALANM","AREAWATM","STUSAB","REGION","DIVISION","STATECE","STATE","COUNTY","COUNTYSC","COUSUB","COUSUBCC","COUSUBSC","PLACE","PLACECC","PLACEDC","PLACESC","TRACT","BLKGRP","BLOCK","CONCIT","CONCITCC","CONCITSC","AIANHHCE","AIANHH","AIANHHCC","AIHHTLI","AITSCE","AITS","AITSCC","ANRC","ANRCCC","MSACMSA","MASC","CMSA","MACCI","PMSA","NECMA","NECMACCI","NECMASC","EXI","UA","UASC","UATYPE","UR","CD106","CD108","CD109","CD110","SLDU","SLDL","VTD","VTDI","ZCTA3","ZCTA5","SUBMCD","SUBMCDCC","FUNCSTAT","GCUNI","LSADC","SDELM","SDSEC","SDUNI","TAZ","UGA","PUMA5","PUMA1","MACC","UACP","P001001","P002001","P003001","P004001","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P006001","P006002","P006003","P006004","P006005","P006006","P006007","P006008","P052001","P052002","P052003","P052004","P052005","P052006","P052007","P052008","P052009","P052010","P052011","P052012","P052013","P052014","P052015","P052016","P052017"
"42017100102","40.069611","-74.948271","7415247","2569369","2.86","0.99","PA","1","2","23","42","017","20","","","","","","0","","100102","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2771","450","2771","16.2","2771","2771","2771","0","0","0","0","2771","2455","90","0","168","0","45","13","1346","65","45","61","108","70","102","83","106","96","134","164","147","112","29","11","13"
"42017100103","40.067861","-74.971769","1721885","0","0.66","0.00","PA","1","2","23","42","017","20","","","","","","0","","100103","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2544","299","2420","12.4","2544","2544","2544","0","0","0","0","2544","2202","269","0","39","0","10","24","1000","51","39","80","59","120","62","89","79","56","97","57","124","50","16","10","11"
"42017100104","40.087454","-74.955239","2008699","7102","0.78","0.00","PA","1","2","23","42","017","20","","","","","","0","","100104","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4441","508","4475","11.4","4441","4441","4441","0","0","0","0","4441","3045","405","23","834","0","16","118","1782","386","114","87","72","92","169","66","104","101","114","158","156","50","62","30","21"
"42017100105","40.085343","-74.946218","2647110","0","1.02","0.00","PA","1","2","23","42","017","20","","","","","","0","","100105","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3316","392","3406","11.5","3316","3316","3316","0","0","0","0","3316","3251","23","0","28","0","14","0","1216","64","66","69","63","32","78","77","92","72","124","102","166","123","41","28","19"
"42017100201","40.140076","-74.973624","6647276","0","2.57","0.00","PA","1","2","23","42","017","20","","","","","","0","","100201","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4322","651","4322","15.1","4322","4322","4322","0","0","0","0","4322","3439","760","0","57","0","19","47","1632","109","67","94","107","100","72","130","114","86","202","206","245","49","36","15","0"
"42017100206","40.137759","-74.938574","4708235","0","1.82","0.00","PA","1","2","23","42","017","20","","","","","","0","","100206","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4447","629","4447","14.1","4447","4447","4447","0","0","0","0","4447","3875","205","0","276","0","13","78","1773","53","104","29","35","93","93","94","73","116","222","396","269","96","53","27","20"
"42017100207","40.123928","-74.940463","5266832","0","2.03","0.00","PA","1","2","23","42","017","20","","","","","","0","","100207","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3842","573","3842","14.9","3842","3842","3842","0","0","0","0","3842","3216","203","12","233","0","79","99","1466","266","117","100","87","71","63","65","54","73","146","121","155","91","37","20","0"
"42017100208","40.111143","-74.960610","4100529","0","1.58","0.00","PA","1","2","23","42","017","20","","","","","","0","","100208","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6441","701","6441","10.9","6441","6441","6441","0","0","0","0","6441","4603","694","27","421","0","505","191","2512","167","165","179","185","193","217","289","137","141","194","297","179","113","27","20","9"
"42017100209","40.095977","-74.928578","4815122","1285","1.86","0.00","PA","1","2","23","42","017","20","","","","","","0","","100209","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7958","898","7958","11.3","7958","7958","7958","0","0","0","0","7958","6118","708","9","823","0","95","205","3270","128","51","105","136","199","315","147","176","200","379","562","472","208","111","46","35"
"42017100210","40.117241","-74.911803","6665663","0","2.57","0.00","PA","1","2","23","42","017","20","","","","","","0","","100210","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7418","853","7418","11.5","7418","7418","7418","0","0","0","0","7418","6599","222","0","394","0","121","82","2520","109","57","113","92","110","150","129","153","107","254","403","418","255","100","26","44"
"42017100211","40.146209","-74.934872","3040342","0","1.17","0.00","PA","1","2","23","42","017","20","","","","","","0","","100211","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6538","747","6538","11.4","6538","6538","6538","0","0","0","0","6538","5774","220","10","327","0","69","138","2691","106","159","119","107","117","121","144","135","130","249","396","490","244","96","32","46"
"42017100212","40.133395","-74.913153","2674278","0","1.03","0.00","PA","1","2","23","42","017","20","","","","","","0","","100212","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4396","498","4396","11.3","4396","4396","4396","0","0","0","0","4396","4021","116","0","207","7","9","36","1427","24","21","74","9","58","78","35","113","41","188","228","287","142","109","11","9"
"42017100302","40.089010","-74.892633","7070724","2052214","2.73","0.79","PA","1","2","23","42","017","20","","","","","","0","","100302","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5118","798","5118","15.6","5118","5118","5118","0","0","0","0","5118","4958","25","39","44","0","18","34","1804","64","101","140","90","87","170","111","101","160","217","215","202","99","10","30","7"
"42017100303","40.113877","-74.861432","6252527","337009","2.41","0.13","PA","1","2","23","42","017","20","","","","","","0","","100303","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5196","703","5215","13.5","5196","5196","5196","0","0","0","0","5196","3163","1681","41","38","0","227","46","1862","208","142","156","75","107","65","145","130","103","185","258","156","62","28","35","7"
"42017100304","40.120755","-74.896751","4093724","0","1.58","0.00","PA","1","2","23","42","017","20","","","","","","0","","100304","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2450","333","2431","13.7","2450","2450","2450","0","0","0","0","2450","1746","446","0","57","0","67","134","992","91","91","50","98","132","97","83","68","30","69","80","60","29","7","7","0"
"42017100306","40.104210","-74.881732","1669606","0","0.64","0.00","PA","1","2","23","42","017","20","","","","","","0","","100306","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3614","445","3614","12.3","3614","3614","3614","0","0","0","0","3614","2446","348","10","555","0","160","95","1263","156","87","100","100","52","81","63","81","77","135","126","108","68","14","15","0"
"42017100307","40.098310","-74.898247","2437366","0","0.94","0.00","PA","1","2","23","42","017","20","","","","","","0","","100307","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5025","594","5025","11.8","5025","5025","5025","0","0","0","0","5025","4513","243","9","99","0","115","46","1995","68","134","81","112","116","112","125","160","133","306","269","244","78","41","16","0"
"42017100401","40.137609","-74.871702","3234478","0","1.25","0.00","PA","1","2","23","42","017","20","","","","","","0","","100401","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6599","702","6599","10.6","6599","6599","6599","0","0","0","0","6599","5866","286","17","120","0","193","117","2291","127","124","62","62","163","124","232","148","158","292","222","373","131","30","26","17"
"42017100402","40.140809","-74.856782","3389531","0","1.31","0.00","PA","1","2","23","42","017","20","","","","","","0","","100402","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6575","706","6575","10.7","6575","6575","6575","0","0","0","0","6575","6201","106","20","67","0","70","111","2339","88","114","99","91","154","130","169","116","151","332","453","269","120","43","10","0"
"42017100403","40.127110","-74.836757","4183821","432243","1.62","0.17","PA","1","2","23","42","017","20","","","","","","0","","100403","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2150","294","2227","13.2","2150","2150","2150","0","0","0","0","2150","1093","991","13","12","0","21","20","790","55","43","66","53","52","59","51","71","29","89","90","69","30","18","15","0"
"42017100404","40.142976","-74.831489","2963648","0","1.14","0.00","PA","1","2","23","42","017","20","","","","","","0","","100404","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6307","679","6307","10.8","6307","6307","6307","0","0","0","0","6307","5764","101","10","204","0","145","83","2226","103","94","82","103","113","91","193","196","148","270","346","297","127","21","36","6"
"42017100406","40.168334","-74.850238","2804316","0","1.08","0.00","PA","1","2","23","42","017","20","","","","","","0","","100406","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4102","639","4004","16.0","4102","4102","4102","0","0","0","0","4102","3675","186","5","126","0","11","99","1392","74","73","22","25","23","37","49","35","63","157","210","281","184","92","56","11"
"42017100407","40.165309","-74.833617","661410","0","0.26","0.00","PA","1","2","23","42","017","20","","","","","","0","","100407","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1339","154","1387","11.1","1339","1339","1339","0","0","0","0","1339","1339","0","0","0","0","0","0","487","14","41","7","15","38","32","52","8","22","63","62","99","0","25","9","0"
"42017100408","40.154759","-74.841502","3048080","0","1.18","0.00","PA","1","2","23","42","017","20","","","","","","0","","100408","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7067","782","7019","11.1","7067","7067","7067","0","0","0","0","7067","6760","175","0","25","0","9","98","2302","78","58","98","102","162","147","96","116","137","365","377","376","133","44","13","0"
"42017100500","40.107610","-74.842857","1479402","261069","0.57","0.10","PA","1","2","23","42","017","20","","","","","","0","","100500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2610","398","2631","15.1","2610","2610","2610","0","0","0","0","2610","2482","10","0","0","0","87","31","1082","62","62","92","78","94","67","56","88","48","168","80","102","58","21","6","0"
"42017100600","40.099510","-74.852376","886440","253616","0.34","0.10","PA","1","2","23","42","017","20","","","","","","0","","100600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3949","598","3949","15.1","3949","3949","3949","0","0","0","0","3949","3437","306","17","15","0","121","53","1773","297","154","139","113","180","119","97","115","57","150","121","152","45","34","0","0"
"42017100700","40.103010","-74.858507","1905796","0","0.74","0.00","PA","1","2","23","42","017","20","","","","","","0","","100700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3343","535","3343","16.0","3343","3343","3343","0","0","0","0","3343","2429","491","0","4","0","165","254","1142","88","44","104","94","108","87","49","80","51","152","133","61","67","24","0","0"
"42017100803","40.166909","-74.885187","3092786","0","1.19","0.00","PA","1","2","23","42","017","20","","","","","","0","","100803","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4865","564","4865","11.6","4865","4865","4865","0","0","0","0","4865","4637","80","14","94","0","0","40","1713","31","33","54","79","83","94","142","116","105","155","262","323","179","39","18","0"
"42017100804","40.154809","-74.882866","2574884","0","0.99","0.00","PA","1","2","23","42","017","20","","","","","","0","","100804","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3773","578","3773","15.3","3773","3773","3773","0","0","0","0","3773","3622","40","0","95","0","0","16","1164","42","16","15","70","4","52","66","47","51","72","251","214","141","52","46","25"
"42017100805","40.151259","-74.870549","3875864","0","1.50","0.00","PA","1","2","23","42","017","20","","","","","","0","","100805","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6281","712","6281","11.3","6281","6281","6281","0","0","0","0","6281","6167","78","0","8","0","0","28","2144","77","82","85","108","127","121","109","124","123","223","391","363","116","54","30","11"
"42017100807","40.180509","-74.900280","8716835","0","3.37","0.00","PA","1","2","23","42","017","20","","","","","","0","","100807","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3169","470","3169","14.8","3169","3169","3169","0","0","0","0","3169","2970","38","6","84","0","20","51","1048","19","27","53","22","16","65","56","81","31","122","213","165","103","38","28","9"
"42017100808","40.206727","-74.922519","9315838","623674","3.60","0.24","PA","1","2","23","42","017","20","","","","","","0","","100808","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5342","651","5342","12.2","5342","5342","5342","0","0","0","0","5342","5136","7","0","128","0","17","54","1858","79","24","89","0","38","22","25","47","106","172","195","397","320","163","114","67"
"42017100809","40.207184","-74.891216","7876689","77082","3.04","0.03","PA","1","2","23","42","017","20","","","","","","0","","100809","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4944","581","4944","11.8","4944","4944","4944","0","0","0","0","4944","4651","57","30","191","0","15","0","1409","0","9","0","16","7","8","32","26","15","74","111","322","356","157","165","111"
"42017100810","40.150359","-74.903861","2601154","0","1.00","0.00","PA","1","2","23","42","017","20","","","","","","0","","100810","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3473","411","3473","11.8","3473","3473","3473","0","0","0","0","3473","3234","110","34","50","0","4","41","1289","115","21","26","14","63","109","93","93","58","106","236","196","75","28","36","20"
"42017100811","40.150853","-74.893162","1924485","0","0.74","0.00","PA","1","2","23","42","017","20","","","","","","0","","100811","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4461","510","4461","11.4","4461","4461","4461","0","0","0","0","4461","3776","375","0","219","0","46","45","1972","113","116","119","112","88","131","140","139","129","285","235","181","125","15","44","0"
"42017100900","40.163006","-74.936175","9523870","3406","3.68","0.00","PA","1","2","23","42","017","20","","","","","","0","","100900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7833","981","7833","12.5","7833","7833","7833","0","0","0","0","7833","7415","115","7","147","0","17","132","2671","60","76","91","60","83","128","152","100","96","211","458","588","281","158","75","54"
"42017101000","40.143259","-74.907118","997216","0","0.39","0.00","PA","1","2","23","42","017","20","","","","","","0","","101000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","893","400","893","44.8","893","893","893","0","0","0","0","893","887","0","0","1","0","0","5","336","10","15","15","11","18","19","12","13","22","66","61","24","19","12","10","9"
"42017101100","40.156109","-74.914050","1131052","0","0.44","0.00","PA","1","2","23","42","017","20","","","","","","0","","101100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2420","526","2420","21.7","2420","2420","2420","0","0","0","0","2420","2236","90","0","20","0","10","64","910","41","54","114","80","112","40","51","29","79","97","86","67","27","22","10","1"
"42017101200","40.165859","-74.917795","1539348","0","0.59","0.00","PA","1","2","23","42","017","20","","","","","","0","","101200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","927","441","927","47.6","927","927","927","0","0","0","0","927","871","30","0","22","0","2","2","326","4","0","22","12","18","16","16","19","17","17","32","61","43","24","14","11"
"42017101300","40.177409","-74.918880","1277471","0","0.49","0.00","PA","1","2","23","42","017","20","","","","","","0","","101300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1981","712","1981","35.9","1981","1981","1981","0","0","0","0","1981","1646","300","0","20","0","13","2","558","6","16","16","33","32","41","40","39","24","48","56","68","60","46","19","14"
"42017101401","40.141759","-75.003552","5925469","0","2.29","0.00","PA","1","2","23","42","017","20","","","","","","0","","101401","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3987","635","3987","15.9","3987","3987","3987","0","0","0","0","3987","3905","0","18","34","0","0","30","1506","89","64","56","72","51","80","84","81","86","155","195","294","84","64","33","18"
"42017101403","40.162359","-74.962033","4718493","0","1.82","0.00","PA","1","2","23","42","017","20","","","","","","0","","101403","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6315","786","6315","12.4","6315","6315","6315","0","0","0","0","6315","6121","21","10","74","0","31","58","2220","56","110","87","50","92","69","81","101","98","206","301","405","218","139","105","102"
"42017101404","40.161342","-74.999962","3202132","0","1.24","0.00","PA","1","2","23","42","017","20","","","","","","0","","101404","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2498","303","2449","12.4","2498","2498","2498","0","0","0","0","2498","2457","0","0","26","0","8","7","818","24","18","31","31","22","25","49","53","32","124","120","141","70","47","15","16"
"42017101405","40.151509","-74.985195","3442339","0","1.33","0.00","PA","1","2","23","42","017","20","","","","","","0","","101405","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6476","715","6525","11.0","6476","6476","6476","0","0","0","0","6476","6068","137","14","79","0","24","154","2607","109","108","85","129","141","153","139","166","275","338","428","289","177","60","0","10"
"42017101503","40.160009","-75.033253","5162672","0","1.99","0.00","PA","1","2","23","42","017","20","","","","","","0","","101503","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3964","668","3964","16.9","3964","3964","3964","0","0","0","0","3964","3902","30","0","7","10","0","15","1551","45","44","80","52","44","97","52","113","77","164","230","218","135","97","59","44"
"42017101504","40.169564","-75.057697","2553347","0","0.99","0.00","PA","1","2","23","42","017","20","","","","","","0","","101504","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2977","488","2977","16.4","2977","2977","2977","0","0","0","0","2977","2920","0","0","42","0","0","15","1276","106","106","61","90","36","60","65","92","33","124","159","155","89","47","35","18"
"42017101505","40.171359","-75.019642","4739865","0","1.83","0.00","PA","1","2","23","42","017","20","","","","","","0","","101505","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3411","537","3411","15.7","3411","3411","3411","0","0","0","0","3411","3267","44","0","28","0","33","39","1156","24","26","34","36","23","48","37","26","63","186","156","240","115","57","80","5"
"42017101506","40.186841","-75.043615","4666675","0","1.80","0.00","PA","1","2","23","42","017","20","","","","","","0","","101506","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5412","635","5412","11.7","5412","5412","5412","0","0","0","0","5412","5305","27","19","10","0","0","51","2047","45","45","52","67","107","100","142","92","133","218","317","419","175","80","30","25"
"42017101603","40.196462","-75.099381","2011111","0","0.78","0.00","PA","1","2","23","42","017","20","","","","","","0","","101603","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3075","457","3075","14.9","3075","3075","3075","0","0","0","0","3075","2928","18","0","62","6","33","28","1180","24","59","68","77","80","38","57","91","65","161","193","201","57","9","0","0"
"42017101605","40.186208","-75.085070","2133113","0","0.82","0.00","PA","1","2","23","42","017","20","","","","","","0","","101605","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4196","629","4196","15.0","4196","4196","4196","0","0","0","0","4196","2716","556","5","130","5","512","272","1526","201","178","100","100","120","108","105","126","64","87","181","78","67","0","6","5"
"42017101607","40.177609","-75.074964","2663614","0","1.03","0.00","PA","1","2","23","42","017","20","","","","","","0","","101607","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3160","487","3160","15.4","3160","3160","3160","0","0","0","0","3160","3092","31","0","25","0","6","6","1345","51","61","69","124","83","85","87","41","72","112","182","196","93","49","24","16"
"42017101608","40.192158","-75.062421","5420486","0","2.09","0.00","PA","1","2","23","42","017","20","","","","","","0","","101608","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4655","1097","4632","23.7","4655","4655","4655","0","0","0","0","4655","4246","202","0","111","0","29","67","1564","43","24","44","44","112","118","95","101","53","202","230","236","155","42","61","4"
"42017101609","40.215958","-75.089215","4482068","0","1.73","0.00","PA","1","2","23","42","017","20","","","","","","0","","101609","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4753","728","4753","15.3","4753","4753","4753","0","0","0","0","4753","4637","0","5","87","0","0","24","1731","54","74","52","44","72","76","110","76","74","192","288","275","211","74","13","46"
"42017101610","40.227557","-75.109074","4782973","0","1.85","0.00","PA","1","2","23","42","017","20","","","","","","0","","101610","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4903","706","4903","14.4","4903","4903","4903","0","0","0","0","4903","4681","62","4","61","0","46","49","1758","31","52","102","46","103","71","56","74","120","199","343","278","156","81","35","11"
"42017101611","40.205558","-75.117882","5060424","0","1.95","0.00","PA","1","2","23","42","017","20","","","","","","0","","101611","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6664","791","6664","11.9","6664","6664","6664","0","0","0","0","6664","6366","45","0","155","0","36","62","2285","40","48","78","121","176","160","91","36","136","233","325","454","231","65","40","51"
"42017101700","40.208908","-75.071946","796291","0","0.31","0.00","PA","1","2","23","42","017","20","","","","","","0","","101700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","469","234","492","47.6","469","469","469","0","0","0","0","469","411","0","11","47","0","0","0","177","2","4","4","13","8","4","12","4","16","24","21","25","19","9","9","3"
"42017101802","40.262939","-75.179299","12969514","0","5.01","0.00","PA","1","2","23","42","017","20","","","","","","0","","101802","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4128","638","4128","15.5","4128","4128","4128","0","0","0","0","4128","3826","6","0","200","0","14","82","1305","15","23","29","53","35","6","5","42","41","115","172","285","199","144","85","56"
"42017101803","40.235891","-75.148403","14590723","0","5.63","0.00","PA","1","2","23","42","017","20","","","","","","0","","101803","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4941","782","4941","15.8","4941","4941","4941","0","0","0","0","4941","4747","106","5","52","5","5","21","1686","57","24","27","32","80","76","62","92","120","170","216","288","200","99","95","48"
"42017101804","40.239557","-75.127498","8101093","0","3.13","0.00","PA","1","2","23","42","017","20","","","","","","0","","101804","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","8511","1035","8511","12.2","8511","8511","8511","0","0","0","0","8511","7890","257","0","312","0","28","24","3100","114","90","83","95","123","83","181","211","156","376","441","705","206","132","79","25"
"42017101900","40.289739","-75.210241","4269566","0","1.65","0.00","PA","1","2","23","42","017","20","","","","","","0","","101900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3900","631","3900","16.2","3900","3900","3900","0","0","0","0","3900","3720","20","0","160","0","0","0","1381","34","18","18","49","61","94","92","72","65","132","230","287","102","52","39","36"
"42017102002","40.324587","-75.198371","20276747","1425830","7.83","0.55","PA","1","2","23","42","017","20","","","","","","0","","102002","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2834","433","2834","15.3","2834","1612","1612","0","1222","10","1212","2834","2663","72","0","16","0","14","69","933","21","23","6","8","16","33","22","31","51","73","106","227","168","42","59","47"
"42017102003","40.286406","-75.233076","12494456","0","4.82","0.00","PA","1","2","23","42","017","20","","","","","","0","","102003","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3782","600","3782","15.9","3782","3248","3248","0","534","0","534","3782","3616","69","6","55","0","36","0","1298","5","11","17","21","59","31","64","48","34","120","268","206","192","109","72","41"
"42017102004","40.275056","-75.211017","5307853","0","2.05","0.00","PA","1","2","23","42","017","20","","","","","","0","","102004","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4082","649","4082","15.9","4082","4082","4082","0","0","0","0","4082","3933","13","7","0","0","16","113","1677","41","52","54","64","50","105","45","81","107","138","276","363","149","71","53","28"
"42017102102","40.363877","-75.229490","27694985","0","10.69","0.00","PA","1","2","23","42","017","20","","","","","","0","","102102","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3130","480","3130","15.3","3130","945","945","0","2185","30","2155","3130","2999","63","0","0","0","6","62","1106","18","45","24","54","30","48","20","112","47","66","216","169","142","24","58","33"
"42017102103","40.347555","-75.261071","20441073","0","7.89","0.00","PA","1","2","23","42","017","20","","","","","","0","","102103","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3973","506","3973","12.7","3973","2234","2234","0","1739","33","1706","3973","3868","75","10","20","0","0","0","1329","35","29","49","32","7","30","25","62","70","111","234","317","169","84","33","42"
"42017102104","40.321807","-75.293623","21563288","0","8.33","0.00","PA","1","2","23","42","017","20","","","","","","0","","102104","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4999","542","4999","10.8","4999","3700","3700","0","1299","0","1299","4999","4697","46","0","61","0","90","105","1841","117","116","107","126","27","43","150","95","112","190","219","265","141","39","44","50"
