DC_KEY,UCR,UCR_TEXT,LOCATION,DISPATCH_DATE_TIME,DC_DIST,SECTOR,PREMISE_TEXT,X_COORD,Y_COORD
200735035293,111,111 - Homicide: Handgun,1900 BLOCK STENTON AV,4/29/2007 1:27:00 AM,35,K,53. Highway (Outside Structure),2696026.27280321,272470.34720876
200717018014,123,123 - Homicide: Non-Traffic,2000 BLOCK DICKINSON ST,4/28/2007 4:45:00 PM,17,B,53. Highway (Outside Structure),2689777.03363802,228926.528826807
200723016771,111,111 - Homicide: Handgun,900 BLOCK N 19TH ST,4/28/2007 4:45:00 PM,23,E,53. Highway (Outside Structure),2692157.52877455,242953.950986216
200704017515,111,111 - Homicide: Handgun,S 6TH ST & WATKINS ST,4/28/2007 6:53:00 AM,04,B,53. Highway (Outside Structure),2696013.07545041,226996.221632684
200725042563,111,111 - Homicide: Handgun,3000 BLOCK N LAWRENCE ST,4/28/2007 12:27:00 AM,25,H,53. Highway (Outside Structure),2700185.36108715,252768.966802563
200704017211,114,114 - Homicide: Knife,2100 BLOCK S 7TH ST,4/26/2007 9:45:00 AM,04,F,66. Apartment House/Condominium,2695304.13591354,225135.966583871
200704017200,114,114 - Homicide: Knife,2100 BLOCK S 7TH ST,4/26/2007 6:13:00 AM,04,F,66. Apartment House/Condominium,2695304.13591354,225135.966583871
200716017888,111,111 - Homicide: Handgun,4900 BLOCK HOOPES ST,4/25/2007 11:42:00 PM,16,S,70. Private Residence,2677726.27126678,241436.950567236
200716017805,111,111 - Homicide: Handgun,1100 BLOCK N 40TH ST,4/25/2007 12:49:00 PM,16,O,53. Highway (Outside Structure),2681956.43833848,243201.904604048
200722023177,111,111 - Homicide: Handgun,N 30TH ST & W CUMBERLAND ST,4/23/2007 7:12:00 PM,22,N,53. Highway (Outside Structure),2688222.78384678,251202.850513678
200725040411,111,111 - Homicide: Handgun,100 BLOCK W ROOSEVELT BLVD,4/22/2007 10:35:00 PM,25,F,53. Highway (Outside Structure),2703943.47457064,263011.794364152
200714028039,111,111 - Homicide: Handgun,200 BLOCK E BRINGHURST ST,4/22/2007 9:58:00 PM,14,E,53. Highway (Outside Structure),2692177.56669014,265813.622540729
200712034338,111,111 - Homicide: Handgun,5400 BLOCK HARLEY TER,4/21/2007 10:26:00 PM,12,K,53. Highway (Outside Structure),2679075.78274992,228039.609712751
200739023348,111,111 - Homicide: Handgun,4800 BLOCK MC KEAN AV,4/21/2007 10:24:00 PM,39,S,53. Highway (Outside Structure),2691273.79974524,261181.70312473
200739023248,111,111 - Homicide: Handgun,1500 BLOCK W ALLEGHENY AV,4/21/2007 4:47:00 PM,39,C,53. Highway (Outside Structure),2695510.31719595,254201.817135889
200739023199,111,111 - Homicide: Handgun,3400 BLOCK N 15TH ST,4/21/2007 1:06:00 PM,39,C,53. Highway (Outside Structure),2695670.983375,255339.840100671
200706023151,111,111 - Homicide: Handgun,1200 BLOCK CHESTNUT ST,4/21/2007 9:30:00 AM,06,J,53. Highway (Outside Structure),2694352.91238707,235453.881763949
200715041028,111,111 - Homicide: Handgun,4000 BLOCK E ROOSEVELT BLVD,4/21/2007 5:10:00 AM,15,E,70. Private Residence,2707733.78079235,263959.349080983
200718023917,111,111 - Homicide: Handgun,600 BLOCK S YEWDALL ST,4/21/2007 12:23:00 AM,18,Q,53. Highway (Outside Structure),2674519.35332942,234954.435308373
200724031262,111,111 - Homicide: Handgun,3100 BLOCK JASPER ST,4/20/2007 9:37:00 PM,24,E,53. Highway (Outside Structure),2707054.11400828,251855.971222464
200706022429,123,123 - Homicide: Non-Traffic,ARCH ST & N BROAD ST,4/18/2007 9:55:00 AM,06,Q,53. Highway (Outside Structure),2693631.00708029,236868.139619325
200706022317,123,123 - Homicide: Non-Traffic,S 4TH ST & WALNUT ST,4/17/2007 6:47:00 PM,06,A,53. Highway (Outside Structure),2697957.47443263,234414.963378221
200718022847,117,117 - Homicide: felon by Police Officer,300 BLOCK S PRESTON ST,4/16/2007 4:29:00 PM,18,D,53. Highway (Outside Structure),2682210.24318691,235405.656096135
200719023427,111,111 - Homicide: Handgun,5100 BLOCK WARREN ST,4/16/2007 1:28:00 PM,19,O,53. Highway (Outside Structure),2676263.97622989,243879.80788588
200715038962,123,123 - Homicide: Non-Traffic,7200 BLOCK FRANKFORD AV,4/16/2007 10:01:00 AM,15,U,53. Highway (Outside Structure),2726669.79074138,267673.047593512
200719023259,111,111 - Homicide: Handgun,1800 BLOCK N 59TH ST,4/15/2007 3:41:00 PM,19,H,53. Highway (Outside Structure),2672065.57989884,245239.283739804
200739021557,111,111 - Homicide: Handgun,3300 BLOCK GRATZ ST,4/14/2007 2:24:00 PM,39,C,53. Highway (Outside Structure),2694047.83429103,255016.318933158
200717015447,111,111 - Homicide: Handgun,1300 BLOCK S CARLISLE ST,4/13/2007 5:33:00 PM,17,O,53. Highway (Outside Structure),2692317.93556543,229360.706218864
200739021025,111,111 - Homicide: Handgun,3000 BLOCK N CARLISLE ST,4/12/2007 8:25:00 AM,39,B,53. Highway (Outside Structure),2695616.92997599,253462.817085042
200714024011,111,111 - Homicide: Handgun,5800 BLOCK GERMANTOWN AV,4/8/2007 2:13:00 AM,14,H,53. Highway (Outside Structure),2689110.77568254,266972.654391758
200718020938,112,112 - Homicide: Rifle,6000 BLOCK MARKET ST,4/8/2007 12:13:00 AM,18,S,53. Highway (Outside Structure),2671517.98291434,239025.182827842
200718020706,111,111 - Homicide: Handgun,5800 BLOCK PINE ST,4/6/2007 10:59:00 PM,18,O,70. Private Residence,2672491.25838814,236498.761295659
200722019482,111,111 - Homicide: Handgun,1900 BLOCK N STANLEY ST,4/6/2007 12:30:00 AM,22,O,53. Highway (Outside Structure),2687476.70407167,247908.516721224
200714023234,111,111 - Homicide: Handgun,1900 BLOCK ELSTON ST,4/4/2007 11:05:00 PM,14,A,70. Private Residence,2696356.70047592,277290.300540793
200714022836,123,123 - Homicide: Non-Traffic,6100 BLOCK BELFIELD AV,4/3/2007 10:55:00 AM,14,X,53. Highway (Outside Structure),2690266.95414221,270841.811471268
200712027360,111,111 - Homicide: Handgun,7000 BLOCK WOODLAND AV,4/1/2007 2:49:00 PM,12,F,70. Private Residence,2671833.10634841,223722.590977191
