DC_KEY,UCR,UCR_TEXT,LOCATION,DISPATCH_DATE_TIME,DC_DIST,SECTOR,PREMISE_TEXT,X_COORD,Y_COORD
200804008777,111,111 - Homicide: Handgun,600 BLOCK FITZGERALD ST,2/29/2008 6:22:00 PM,04,F,53. Highway (Outside Structure),2695374.12211217,224206.101094213
200816009719,111,111 - Homicide: Handgun,4000 BLOCK POPLAR ST,2/29/2008 12:02:00 AM,16,O,53. Highway (Outside Structure),2681681.85507602,243153.602426085
200814015143,111,111 - Homicide: Handgun,7500 BLOCK THOURON AV,2/25/2008 9:27:00 PM,14,Q,53. Highway (Outside Structure),2692937.05707459,277899.701281213
200809010446,117,117 - Homicide: felon by Police Officer,N 16TH ST  &  OLIVE ST,2/25/2008 1:22:00 PM,09,R,53. Highway (Outside Structure),2693335.19478919,241645.678396195
200815021247,115,115 - Homicide: Beating,2000 BLOCK GRANITE ST,2/24/2008 9:44:00 PM,15,H,53. Highway (Outside Structure),2718628.95490833,259403.008132424
200822013350,111,111 - Homicide: Handgun,3000 BLOCK W BERKS ST,2/24/2008 8:06:00 PM,22,O,53. Highway (Outside Structure),2687760.00839123,247855.882786083
200825018950,111,111 - Homicide: Handgun,4800 BLOCK D ST,2/24/2008 3:37:00 PM,25,F,53. Highway (Outside Structure),2706083.39929642,262252.038562738
200825018534,111,111 - Homicide: Handgun,N 7TH ST  &  W VENANGO ST,2/23/2008 12:23:00 PM,25,K,53. Highway (Outside Structure),2699310.78153049,255941.81840238
200806010850,121,121 - Homicide: Auto,S 9TH ST  &  MARKET ST,2/22/2008 6:26:00 PM,06,I,53. Highway (Outside Structure),2695887.466645,235813.561125828
200816008411,111,111 - Homicide: Handgun,500 BLOCK N 35TH ST,2/21/2008 1:17:00 AM,16,C,53. Highway (Outside Structure),2685164.04738779,239926.472260604
200817008105,111,111 - Homicide: Handgun,1600 BLOCK S 23RD ST,2/20/2008 11:53:00 PM,17,I,53. Highway (Outside Structure),2688238.81552819,228494.935961273
200815019699,114,114 - Homicide: Knife,4800 BLOCK FRANKFORD AV,2/20/2008 7:55:00 PM,15,H,70. Private Residence,2715655.440962,260914.927482217
200814013783,111,111 - Homicide: Handgun,7800 BLOCK TEMPLE RD,2/20/2008 5:28:00 PM,14,Q,53. Highway (Outside Structure),2692418.43643527,279643.473766466
200816008362,114,114 - Homicide: Knife,3800 BLOCK CAMBRIDGE ST,2/20/2008 4:40:00 PM,16,O,70. Private Residence,2682929.99304663,243629.087389543
200822012169,123,123 - Homicide: Non-Traffic,N 33RD ST  &  W NORRIS ST,2/19/2008 2:51:00 PM,22,O,53. Highway (Outside Structure),2686478.65850157,248587.752721126
200812013905,123,123 - Homicide: Non-Traffic,S 72ND ST  &  LINDBERGH BLVD,2/18/2008 10:36:00 AM,12,E,53. Highway (Outside Structure),2674529.37959428,219724.244459257
200809009133,123,123 - Homicide: Non-Traffic,VINE ST  &  N 17TH ST,2/18/2008 1:57:00 AM,09,T,53. Highway (Outside Structure),2692445.26129058,238397.496488367
200824013685,123,123 - Homicide: Non-Traffic,FRANKFORD AV  &  E CAMBRIA ST,2/17/2008 8:56:00 AM,24,M,53. Highway (Outside Structure),2705964.7634972,250114.808894551
200818010560,116,116 - Homicide: Other,5400 BLOCK MARKET ST,2/15/2008 11:02:00 AM,18,I,53. Highway (Outside Structure),2674744.78085638,238599.195162701
200814012127,111,111 - Homicide: Handgun,7100 BLOCK OGONTZ AV,2/14/2008 6:13:00 PM,14,Y,53. Highway (Outside Structure),2695455.31354965,276564.694707655
200824012155,111,111 - Homicide: Handgun,200 BLOCK E WISHART ST,2/11/2008 6:27:00 PM,24,P,45. Restaurants (non-PLCB),2703153.24753682,252956.206029733
200822009776,111,111 - Homicide: Handgun,2100 BLOCK N 31ST ST,2/9/2008 11:35:00 PM,22,P,53. Highway (Outside Structure),2687507.93723852,249274.024708415
200802009234,118,118 - Homicide: felon by Civilian,7400 BLOCK E ROOSEVELT BLVD ,2/9/2008 4:15:00 PM,02,A,66. Apartment House/Condominium,2723610.81949549,271426.544095851
200809006878,111,111 - Homicide: Handgun,1500 BLOCK BROWN ST,2/5/2008 8:57:00 PM,09,R,53. Highway (Outside Structure),2693665.12529958,241886.473637638
200817005624,111,111 - Homicide: Handgun,1700 BLOCK S CHADWICK ST,2/5/2008 4:51:00 PM,17,A,70. Private Residence,2691141.97293513,227809.466925551
200812009643,111,111 - Homicide: Handgun,2500 BLOCK S 66TH ST,2/4/2008 7:17:00 AM,12,H,53. Highway (Outside Structure),2674898.10369836,224160.767050935
200816005329,111,111 - Homicide: Handgun,3800 BLOCK PARRISH ST,2/3/2008 3:10:00 AM,16,G,53. Highway (Outside Structure),2683281.88821669,241841.271806886
200804004827,111,111 - Homicide: Handgun,2100 BLOCK S ISEMINGER ST,2/2/2008 8:43:00 PM,04,M,70. Private Residence,2692885.87507293,225665.378747162
200815012569,123,123 - Homicide: Non-Traffic,ARROTT ST  &  LEIPER ST,2/2/2008 6:35:00 PM,15,D,53. Highway (Outside Structure),2714448.07805601,260637.68452296
