DC_KEY,UCR,UCR_TEXT,LOCATION,DISPATCH_DATE_TIME,DC_DIST,SECTOR,PREMISE_TEXT,X_COORD,Y_COORD
200735068583,111,111 - Homicide: Handgun,5900 BLOCK N MARVINE ST,7/31/2007 8:24:00 PM,35,E,53. Highway (Outside Structure),2699343.79679455,269086.679724398
200714057138,111,111 - Homicide: Handgun,6200 BLOCK MORTON ST,7/30/2007 2:41:00 AM,14,X,70. Private Residence,2688844.80762295,269985.656522342
200725081370,117,117 - Homicide: felon by Police Officer,3100 BLOCK N 5TH ST,7/29/2007 5:04:00 PM,25,J,53. Highway (Outside Structure),2699944.37291404,253007.041289302
200792006166,116,116 - Homicide: Other,2400 BLOCK STRAWBERRY MANSION DRIVE,7/29/2007 4:24:00 AM,92,C,53. Highway (Outside Structure),2686170.38921122,251147.400615951
200725081055,111,111 - Homicide: Handgun,4700 BLOCK TAMPA ST,7/28/2007 6:52:00 PM,25,F,53. Highway (Outside Structure),2706971.24021609,261229.894673827
200719049545,116,116 - Homicide: Other,3800 BLOCK CONSHOHOCKEN AV,7/28/2007 3:38:00 PM,19,F,70. Private Residence,2681245.28781775,254235.59717151
200725080950,114,114 - Homicide: Knife,3400 BLOCK N 10TH ST,7/28/2007 1:43:00 PM,25,O,70. Private Residence,2698086.24349238,255061.869544858
200723030523,111,111 - Homicide: Handgun,1700 BLOCK HARPER,7/28/2007 4:46:00 AM,23,E,70. Private Residence,2692979.54966816,243162.165154252
200719049409,111,111 - Homicide: Handgun,N 63RD ST  &  CALLOWHILL ST,7/28/2007 2:19:00 AM,19,M,53. Highway (Outside Structure),2670396.57003578,241459.287833566
200739046133,111,111 - Homicide: Handgun,2300 BLOCK LEHIGH AVE,7/25/2007 10:45:00 PM,39,R,53. Highway (Outside Structure),2691169.20375739,251952.245768286
200715080070,111,111 - Homicide: Handgun,TORRESDALE AV  &  WAKELING ST,7/24/2007 1:18:00 AM,15,B,53. Highway (Outside Structure),2718152.87886549,258789.228097821
200706044331,121,121 - Homicide: Auto,700 BLOCK N DELAWARE AV,7/23/2007 6:50:00 PM,06,O,53. Highway (Outside Structure),2700897.78959792,239457.708385308
200719048241,111,111 - Homicide: Handgun,6200 BLOCK RACE ST,7/23/2007 12:57:00 PM,19,L,5. Barber Shops/Beauty Salon,2670822.0737108,240275.043927028
200792005990,123,123 - Homicide: Non-Traffic,FAIRMOUNT AV  &  KELLY DR,7/22/2007 8:06:00 PM,92,A,53. Highway (Outside Structure),2688440.87346575,241476.93936292
200722042266,111,111 - Homicide: Handgun,1600 BLOCK W DAUPHIN ST,7/22/2007 4:55:00 AM,22,D,53. Highway (Outside Structure),2694142.54181845,249277.877924565
200712064451,111,111 - Homicide: Handgun,2400 BLOCK S 62ND ST,7/22/2007 2:08:00 AM,12,I,"40. Bar, Taproom, Caf?",2675908.89407111,225870.841234376
200712064452,111,111 - Homicide: Handgun,2400 BLOCK S 62ND ST,7/22/2007 2:08:00 AM,12,I,"40. Bar, Taproom, Caf?",2675908.89407111,225870.841234376
200719047924,111,111 - Homicide: Handgun,5400 BLOCK ARLINGTON ST,7/22/2007 12:51:00 AM,19,I,53. Highway (Outside Structure),2673938.07746312,248040.536175107
200712064435,111,111 - Homicide: Handgun,2400 BLOCK S 62ND ST,7/22/2007 12:35:00 AM,12,I,"40. Bar, Taproom, Caf?",2675908.89407111,225870.841234376
200725078304,114,114 - Homicide: Knife,1300 BLOCK W VENANGO ST,7/21/2007 9:46:00 PM,25,O,53. Highway (Outside Structure),2696648.28229515,256305.849252963
200718046317,111,111 - Homicide: Handgun,5900 BLOCK SANSOM ST,7/21/2007 12:04:00 PM,18,P,53. Highway (Outside Structure),2672174.73578844,238091.46506021
200702049137,123,123 - Homicide: Non-Traffic,6700 BLOCK BUSTLETON AVE RR ST,7/20/2007 6:08:00 AM,02,H,53. Highway (Outside Structure),2719686.1578336,268570.070552739
