DC_KEY,UCR,UCR_TEXT,LOCATION,DISPATCH_DATE_TIME,DC_DIST,SECTOR,PREMISE_TEXT,X_COORD,Y_COORD
200704028197,111,111 - Homicide: Handgun,500 BLOCK SIGEL ST,6/30/2007 2:07:00 AM,04,L,53. Highway (Outside Structure),2696267.66757864,226371.774950367
200707020987,123,123 - Homicide: Non-Traffic,1 BLOCK EVERGREEN WAY,6/30/2007 12:01:00 AM,07,G,53. Highway (Outside Structure),2727689.86640982,288533.567996398
200725068776,111,111 - Homicide: Handgun,3400 BLOCK N 7TH ST,6/28/2007 11:19:00 AM,25,K,53. Highway (Outside Structure),2699192.50605235,255054.690414724
200725068754,123,123 - Homicide: Non-Traffic,MASCHER ST  &  W LOUDON ST,6/28/2007 9:07:00 AM,25,F,53. Highway (Outside Structure),2703346.80856004,262275.487780126
200719041914,114,114 - Homicide: Knife,500 BLOCK N HOBART ST,6/28/2007 7:10:00 AM,19,J,70. Private Residence,2672866.15602092,241770.95253638
200735056670,111,111 - Homicide: Handgun,6000 BLOCK A ST,6/26/2007 6:07:00 PM,35,B,53. Highway (Outside Structure),2705347.64460459,269371.941386831
200702042614,111,111 - Homicide: Handgun,5600 BLOCK NEWTOWN AV,6/25/2007 6:31:00 PM,02,P,53. Highway (Outside Structure),2706907.88545806,269116.098000485
200712056206,111,111 - Homicide: Handgun,6700 BLOCK ELMWOOD AV,6/25/2007 1:03:00 AM,12,F,70. Private Residence,2674334.18137666,223834.853222763
200719041071,111,111 - Homicide: Handgun,6300 BLOCK LEBANON AV,6/24/2007 8:29:00 PM,19,B,53. Highway (Outside Structure),2669974.24040839,245747.614491639
200716028228,111,111 - Homicide: Handgun,800 BLOCK N 43RD ST,6/23/2007 2:31:00 AM,16,L,53. Highway (Outside Structure),2680456.57931151,241029.570898169
200725066423,123,123 - Homicide: Non-Traffic,3900 BLOCK N 2ND ST,6/22/2007 10:40:00 AM,25,R,53. Highway (Outside Structure),2702049.00991841,257307.716022142
200716028074,116,116 - Homicide: Other,3800 BLOCK FAIRMOUNT AV,6/22/2007 4:58:00 AM,16,F,53. Highway (Outside Structure),2683768.59536542,240693.996586931
200712055287,111,111 - Homicide: Handgun,5400 BLOCK WILLOWS AV,6/21/2007 10:25:00 PM,12,O,53. Highway (Outside Structure),2675456.93383965,232558.650482698
200724051716,111,111 - Homicide: Handgun,1900 BLOCK E SOMERSET ST,6/21/2007 6:25:00 PM,24,M,53. Highway (Outside Structure),2705043.39430745,250055.336475144
200724051712,111,111 - Homicide: Handgun,1900 BLOCK E SOMERSET ST,6/21/2007 5:14:00 PM,24,M,53. Highway (Outside Structure),2705043.39430745,250055.336475144
