DC_KEY,UCR,UCR_TEXT,LOCATION,DISPATCH_DATE_TIME,DC_DIST,SECTOR,PREMISE_TEXT,X_COORD,Y_COORD
200908004399,114,114 - Homicide: Knife,8000 BLOCK DITMAN ST ,1/31/2009 5:16:00 AM,08,A,66. Apartment House/Condominium,2731276.24019197,267915.568470811
200908003637,123,123 - Homicide: Non-Traffic,E ROOSEVELT BLVD  &  WOODWARD ST,1/26/2009 3:48:00 AM,08,M,53. Highway (Outside Structure),2727427.91327935,280373.695284168
200903002567,114,114 - Homicide: Knife,600 BLOCK SOUTH ST,1/24/2009 6:07:00 AM,03,I,53. Highway (Outside Structure),2696771.96921259,232444.806039502
200923003539,111,111 - Homicide: Handgun,1700 BLOCK N 24TH ST,1/24/2009 3:22:00 AM,23,K,53. Highway (Outside Structure),2690264.39638565,246385.940089702
200922003950,111,111 - Homicide: Handgun,2100 BLOCK N NEWKIRK ST,1/20/2009 7:19:00 PM,22,P,53. Highway (Outside Structure),2688668.98039286,248863.062781742
200923002829,111,111 - Homicide: Handgun,2400 BLOCK CLIFFORD ST,1/20/2009 12:31:00 AM,23,K,53. Highway (Outside Structure),2690289.21345422,246594.58781341
200925006416,114,114 - Homicide: Knife,3300 BLOCK D ST,1/19/2009 2:19:00 AM,25,D,70. Private Residence,2704967.4332749,253518.612147526
200902003729,117,117 - Homicide: felon by Police Officer,6000 BLOCK LAWNDALE AV,1/18/2009 1:11:00 PM,02,O,70. Private Residence,2711214.93194261,269949.51785012
200916003375,111,111 - Homicide: Handgun,700 BLOCK N 42ND ST,1/18/2009 1:01:00 AM,16,K,70. Private Residence,2681131.23044377,240326.781658141
200925005765,111,111 - Homicide: Handgun,3300 BLOCK ELLA ST,1/17/2009 2:06:00 AM,25,S,53. Highway (Outside Structure),2703443.38435684,253731.042427256
200922003213,111,111 - Homicide: Handgun,3000 BLOCK PAGE ST,1/16/2009 9:13:00 PM,22,O,53. Highway (Outside Structure),2687691.3678604,248614.057511835
200917002193,111,111 - Homicide: Handgun,1700 BLOCK MANTON ST,1/16/2009 9:10:00 AM,17,E,70. Private Residence,2691139.84593606,230123.069013424
200907001915,121,121 - Homicide: Auto,1300 BLOCK RHAWN ST,1/15/2009 7:38:00 PM,07,A,53. Highway (Outside Structure),2719198.86224048,279289.785129407
200922002853,111,111 - Homicide: Handgun,2400 BLOCK N MYRTLEWOOD ST,1/14/2009 8:58:00 PM,22,N,53. Highway (Outside Structure),2688315.58191372,250710.811295942
200935003087,117,117 - Homicide: felon by Police Officer,N BROAD ST  &  W FISHERS LA,1/12/2009 3:32:00 PM,35,S,53. Highway (Outside Structure),2697415.7972889,264613.606969696
200916001182,111,111 - Homicide: Handgun,4400 BLOCK HOLDEN ST,1/6/2009 5:29:00 PM,16,I,53. Highway (Outside Structure),2680632.37375396,238087.200929448
200925001827,111,111 - Homicide: Handgun,N 6TH ST  &  W ALLEGHENY AV,1/6/2009 10:23:00 AM,25,J,53. Highway (Outside Structure),2699472.32725207,253656.010320853
200924001115,123,123 - Homicide: Non-Traffic,2000 BLOCK E WESTMORELAND ST,1/5/2009 7:39:00 AM,24,H,53. Highway (Outside Structure),2708434.99192238,252182.733037897
200992000008,123,123 - Homicide: Non-Traffic,SEDGLEY DR  &  POPLAR DR,1/1/2009 5:08:00 AM,92,B,53. Highway (Outside Structure),2687077.50303296,243001.357816791
