DC_KEY,UCR,UCR_TEXT,LOCATION,DISPATCH_DATE_TIME,DC_DIST,SECTOR,PREMISE_TEXT,X_COORD,Y_COORD
200826034610,111,111 - Homicide: Handgun,N HOWARD ST  &  W DAUPHIN ST,5/31/2008 4:24:00 PM,26,T,53. Highway (Outside Structure),2701665.25776658,248238.75909742
200819038888,114,114 - Homicide: Knife,100 BLOCK N 61ST ST,5/31/2008 2:13:00 PM,19,L,70. Private Residence,2671334.18769259,239815.68337724
200816028595,111,111 - Homicide: Handgun,4000 BLOCK LANCASTER AV,5/30/2008 9:52:00 PM,16,J,53. Highway (Outside Structure),2682133.96761259,240036.24542354
200806030648,123,123 - Homicide: Non-Traffic,600 BLOCK SPRING GARDEN ST,5/28/2008 11:20:00 PM,06,S,53. Highway (Outside Structure),2697646.29192693,239552.896311537
200819038144,111,111 - Homicide: Handgun,5600 BLOCK WYNNEFIELD AV,5/28/2008 10:01:00 PM,19,D,53. Highway (Outside Structure),2672710.76522747,249950.001790616
200812044373,114,114 - Homicide: Knife,5400 BLOCK RIDGEWOOD ST,5/25/2008 3:29:00 AM,12,Q,70. Private Residence,2675636.56605187,232207.296957636
200817024939,111,111 - Homicide: Handgun,1500 BLOCK S 19TH ST,5/24/2008 4:25:00 AM,17,D,53. Highway (Outside Structure),2690221.16774817,228861.661896802
200804022459,111,111 - Homicide: Handgun,1800 BLOCK S 5TH ST,5/24/2008 2:50:00 AM,04,L,53. Highway (Outside Structure),2696366.93074189,226354.726915639
200819036914,111,111 - Homicide: Handgun,5300 BLOCK WYALUSING AV,5/24/2008 1:49:00 AM,19,X,53. Highway (Outside Structure),2675595.79673222,241796.854695318
200804022425,111,111 - Homicide: Handgun,2600 BLOCK S 7TH ST,5/23/2008 10:32:00 PM,04,H,53. Highway (Outside Structure),2695000.46239015,222971.321405956
200808024206,123,123 - Homicide: Non-Traffic,2700 BLOCK RED LION RD,5/22/2008 12:01:00 PM,08,N,53. Highway (Outside Structure),2734602.29655043,288065.789835562
200824041999,114,114 - Homicide: Knife,1900 BLOCK E MONMOUTH ST,5/19/2008 10:04:00 PM,24,C,53. Highway (Outside Structure),2705722.24708455,250827.931048368
200824041899,114,114 - Homicide: Knife,1900 BLOCK E MONMOUTH ST,5/19/2008 4:24:00 PM,24,C,36. Credit Union/Savings & Loan,2705722.24708455,250827.931048368
200835044613,111,111 - Homicide: Handgun,200 BLOCK FARISTON DR,5/16/2008 12:57:00 PM,35,C,70. Private Residence,2706543.24870162,271076.680963072
200812040819,111,111 - Homicide: Handgun,2500 BLOCK S 66TH ST,5/14/2008 5:58:00 PM,12,H,53. Highway (Outside Structure),2674940.156131,224117.061276132
200814039275,111,111 - Homicide: Handgun,7300 BLOCK RUGBY ST,5/13/2008 9:00:00 AM,14,C,53. Highway (Outside Structure),2693405.43031845,277033.576471605
200823021405,111,111 - Homicide: Handgun,1600 BLOCK N DOVER ST,5/10/2008 11:42:00 PM,23,O,53. Highway (Outside Structure),2688170.30278932,246193.174875497
200825048438,111,111 - Homicide: Handgun,3300 BLOCK A ST,5/10/2008 4:34:00 PM,25,S,70. Private Residence,2703278.47011979,253940.968179242
200801016040,123,123 - Homicide: Non-Traffic,2700 BLOCK W PASSYUNK AV,5/7/2008 1:06:00 PM,01,K,53. Highway (Outside Structure),2685921.97214221,224607.631679685
200823020702,111,111 - Homicide: Handgun,1500 BLOCK N DOVER ST,5/6/2008 10:20:00 PM,23,O,53. Highway (Outside Structure),2688092.51892431,245635.454307984
200818030718,123,123 - Homicide: Non-Traffic,5400 BLOCK BALTIMORE AV,5/5/2008 8:13:00 PM,18,Q,53. Highway (Outside Structure),2674325.77518732,233863.696539974
200812037931,111,111 - Homicide: Handgun,6500 BLOCK UPLAND ST,5/5/2008 7:23:00 PM,12,G,53. Highway (Outside Structure),2673398.37649278,226373.771321786
200819031454,111,111 - Homicide: Handgun,300 BLOCK N 62ND ST,5/5/2008 1:27:00 AM,19,M,53. Highway (Outside Structure),2670908.22554629,240924.20579229
200819031452,111,111 - Homicide: Handgun,300 BLOCK N 62ND ST,5/5/2008 12:42:00 AM,19,M,53. Highway (Outside Structure),2670908.22554629,240924.20579229
200818030510,123,123 - Homicide: Non-Traffic,4300 BLOCK CHESTNUT ST,5/5/2008 12:05:00 AM,18,E,53. Highway (Outside Structure),2680896.34728639,237224.835728462
200826028028,123,123 - Homicide: Non-Traffic,N 2ND ST &  W GIRARD AV,5/4/2008 10:16:00 PM,26,G,53. Highway (Outside Structure),2700057.80710196,242565.67931164
200825046230,111,111 - Homicide: Handgun,4500 BLOCK N 4TH ST,5/4/2008 8:45:00 PM,25,L,53. Highway (Outside Structure),2701580.84015774,260995.693836387
200823020303,111,111 - Homicide: Handgun,2800 BLOCK W THOMPSON ST,5/4/2008 12:07:00 AM,23,N,53. Highway (Outside Structure),2688247.75020009,244617.080132212
200825045764,117,117 - Homicide: felon by Police Officer,500 BLOCK E LOUDON ST,5/3/2008 7:00:00 PM,25,F,53. Highway (Outside Structure),2706065.58777482,261908.524568497
200824037062,112,112 - Homicide: Rifle,2500 BLOCK E SCHILLER ST,5/3/2008 11:35:00 AM,24,G,53. Highway (Outside Structure),2711163.70969218,250421.311599884
200823019956,111,111 - Homicide: Handgun,2200 BLOCK REDNER WAY,5/1/2008 11:40:00 PM,23,J,53. Highway (Outside Structure),2690984.34915637,245593.276986235
